Origin_airport,Destination_airport,Numtimes,Passengers,Seats,Flights,Distance,Origin_population,Destination_population
MDW,LIT,29,40262,51395,382,544,19031272,675921
ATL,LIT,52,161870,191895,2555,453,5385586,675921
FSM,LIT,1,31,50,1,129,290977,675921
CVG,LIT,35,34496,42073,849,513,2158643,675921
STL,LIT,34,69056,89172,663,296,2818688,675921
AEX,LIT,1,20,34,1,235,153451,675921
CHS,LIT,1,44,50,1,712,647194,675921
DSM,LIT,3,133,144,3,476,554101,675921
BHM,LIT,3,239,414,3,324,1123146,675921
GSP,LIT,1,40,50,1,569,630098,675921
GSO,LIT,1,35,50,1,699,707185,675921
MGM,LIT,1,37,50,1,376,365596,675921
LAS,LIT,21,42301,52158,381,1295,1879093,675921
MKE,LIT,1,71,88,1,613,1550451,675921
BNA,LIT,3,300,413,3,327,1556368,675921
PNS,LIT,3,138,150,3,415,453132,675921
PIT,LIT,4,203,220,4,768,2355391,675921
CLL,LIT,1,19,50,1,374,207140,675921
CHO,LIT,1,82,150,1,802,195012,675921
PBI,LIT,1,125,136,1,909,5501752,675921
FLL,LIT,1,50,160,1,934,5501752,675921
SLC,LIT,2,958,1397,19,1156,1111600,675921
OKC,LIT,2,114,126,2,308,1207519,675921
PHL,LIT,5,517,628,6,998,11880992,675921
SFO,LIT,1,120,124,1,1690,8520472,675921
BOS,LIT,3,226,292,3,1260,9089410,675921
DFW,LIT,40,166461,198419,3173,304,12602170,675921
DAL,LIT,34,218996,315303,2325,296,12602170,675921
DAY,LIT,1,110,140,1,567,837036,675921
EUG,LIT,1,114,184,1,1767,348425,675921
MIA,LIT,1,92,160,1,941,11003504,675921
BGR,LIT,1,170,173,1,1419,149268,675921
OMA,LIT,3,144,150,3,495,839265,675921
TUL,LIT,5,347,424,5,230,916037,675921
AUS,LIT,4,154,461,4,446,1654100,675921
RNO,LIT,2,226,300,2,1550,416657,675921
EWR,LIT,12,10916,15600,312,1069,18968501,675921
MEM,LIT,74,96145,121019,1089,129,1298529,675921
LBB,LIT,1,7,137,1,554,271582,675921
JAN,LIT,8,983,1097,11,208,537194,675921
MCO,LIT,10,3294,4643,90,775,2060968,675921
OAK,LIT,1,84,150,1,1681,4260236,675921
PHX,LIT,22,21695,31815,238,1136,4287323,675921
ICT,LIT,1,86,100,2,354,603205,675921
CAE,LIT,3,68,150,3,637,732558,675921
RDU,LIT,2,150,174,2,763,1090408,675921
GTR,LIT,1,48,137,1,226,59225,675921
CMH,LIT,3,233,290,4,629,1779822,675921
GPT,LIT,2,110,150,2,350,236155,675921
BDL,LIT,2,277,296,2,1169,1191170,675921
JFK,LIT,3,148,258,3,1088,37937002,675921
LGA,LIT,3,253,317,3,1085,37937002,675921
RIC,LIT,1,46,50,1,855,1227115,675921
VLD,LIT,1,136,173,1,587,133675,675921
BWI,LIT,31,40164,50113,368,912,2677712,675921
CLT,LIT,35,58508,73816,1069,641,1706469,675921
CLE,LIT,14,8967,12470,249,729,2094051,675921
TYS,LIT,3,144,170,3,471,692210,675921
SNA,LAX,13,1414,2379,42,36,12768395,25536790
LAS,LAX,187,1055640,1490535,11561,236,1879093,25536790
SAN,LAX,55,300008,384260,11077,109,3019274,25536790
MKE,LAX,25,78948,93924,670,1756,1550451,25536790
BNA,LAX,33,150853,194552,1392,1797,1556368,25536790
PIT,LAX,21,39044,46991,373,2136,2355391,25536790
RAP,LAX,1,49,62,1,1078,122697,25536790
STL,LAX,46,212844,254965,1666,1593,2818688,25536790
CVG,LAX,23,165252,186430,1144,1900,2158643,25536790
DSM,LAX,9,7113,11852,177,1447,554101,25536790
MDT,LAX,3,980,1008,6,2320,533802,25536790
SUS,LAX,1,45,143,1,1577,2818688,25536790
SLC,LAX,124,431808,642746,5190,590,1111600,25536790
FLL,LAX,23,104891,114929,690,2342,5501752,25536790
COS,LAX,21,35436,51423,998,833,616975,25536790
CHO,LAX,1,180,190,1,2239,195012,25536790
SBP,LAX,34,57514,88812,2669,155,265134,25536790
SFO,LAX,201,1442105,2041528,15583,337,8520472,25536790
PHL,LAX,67,296799,369759,2207,2401,11880992,25536790
IND,LAX,19,60055,69153,549,1814,1720796,25536790
OKC,LAX,18,22888,33738,507,1187,1207519,25536790
SBA,LAX,45,93422,155370,4451,89,403655,25536790
SCE,LAX,2,483,584,4,2261,145550,25536790
GJT,LAX,2,150,320,3,656,141905,25536790
JAX,LAX,1,422,450,3,2153,1316528,25536790
HOU,LAX,25,158609,191019,1395,1390,5726705,25536790
IAH,LAX,92,577328,678814,3850,1379,5726705,25536790
ELP,LAX,39,95021,144883,1082,714,738416,25536790
DTW,LAX,44,317051,344211,2023,1979,8847562,25536790
MDW,LAX,20,246480,322225,2353,1750,19031272,25536790
ORD,LAX,116,1042732,1201852,6879,1745,19031272,25536790
ATL,LAX,69,971119,1081145,5436,1946,5385586,25536790
BZN,LAX,6,448,826,13,902,89812,25536790
YKM,LAX,1,130,136,1,878,234881,25536790
PHX,LAX,178,795014,1117173,9916,370,4287323,25536790
RDD,LAX,14,19216,26432,357,501,180515,25536790
SEA,LAX,153,797689,1021153,7778,954,6713274,25536790
GEG,LAX,17,43204,54560,906,945,462408,25536790
BFI,LAX,6,242,422,10,959,6713274,25536790
ICT,LAX,9,5157,11310,183,1203,603205,25536790
RDU,LAX,2,1048,1210,8,2239,1090408,25536790
BDL,LAX,9,16009,20659,132,2527,1191170,25536790
HNL,LAX,144,1019379,1188318,5113,2556,902745,25536790
CMH,LAX,9,7207,8466,54,1996,1779822,25536790
LCK,LAX,2,352,414,3,1993,1779822,25536790
MTJ,LAX,6,708,1036,19,666,40484,25536790
LWS,LAX,1,168,190,1,861,60260,25536790
MEM,LAX,26,123769,144614,1091,1619,1298529,25536790
MCO,LAX,67,232514,280235,1713,2217,2060968,25536790
JAC,LAX,5,769,1716,14,784,29573,25536790
MFR,LAX,18,34570,52224,703,630,200298,25536790
OAK,LAX,75,555195,940644,8162,337,4260236,25536790
MAF,LAX,1,121,157,1,951,129159,25536790
OGG,LAX,76,385486,457198,2141,2486,144378,25536790
MOD,LAX,6,10807,20070,669,292,507450,25536790
XNA,LAX,12,15830,24710,353,1371,455408,25536790
MSP,LAX,67,457983,521158,2818,1536,3237612,25536790
MSY,LAX,43,102347,142626,925,1671,1168547,25536790
SAT,LAX,59,129996,176983,1788,1210,2030691,25536790
LAX,LAX,4,732,1098,6,0,25536790,25536790
IAD,LAX,114,662019,816735,4930,2288,10755872,25536790
SBN,LAX,2,423,587,2,1823,318129,25536790
SMF,LAX,86,406700,562876,5730,373,2101138,25536790
MCI,LAX,54,162085,233174,1913,1363,2046083,25536790
DCA,LAX,13,46564,57480,366,2311,10755872,25536790
SGU,LAX,12,9897,21450,715,348,135678,25536790
STS,LAX,12,42761,59138,785,400,466424,25536790
ABQ,LAX,76,181262,246483,2420,677,846582,25536790
LIT,LAX,1,137,137,1,1494,675921,25536790
BFL,LAX,12,15348,27060,902,109,797145,25536790
SUX,LAX,1,135,174,1,1328,142764,25536790
SHV,LAX,1,44,50,1,1425,389389,25536790
FLG,LAX,7,7599,18224,241,393,128426,25536790
GRB,LAX,1,32,173,1,1767,302322,25536790
PDX,LAX,109,306393,378771,4139,834,2203745,25536790
JFK,LAX,110,1270696,1558794,9881,2475,37937002,25536790
SJC,LAX,90,501977,804662,8802,308,1810646,25536790
PRC,LAX,4,5178,8486,112,346,214930,25536790
ANC,LAX,17,25337,33949,235,2345,365790,25536790
CLE,LAX,33,148129,166167,1048,2053,2094051,25536790
CLT,LAX,26,217166,254725,1454,2125,1706469,25536790
IPL,LAX,12,8555,19020,634,181,163093,25536790
BWI,LAX,42,105569,131801,883,2329,2677712,25536790
RNO,LAX,64,183546,291887,3277,390,416657,25536790
AUS,LAX,48,180148,220527,1722,1241,1654100,25536790
MIA,LAX,49,429774,478362,2487,2342,11003504,25536790
RDM,LAX,13,23945,39026,518,726,157730,25536790
TUL,LAX,6,4732,5220,76,1283,916037,25536790
TPA,LAX,13,62089,81282,514,2158,2730007,25536790
YUM,LAX,13,15975,31188,1040,237,193299,25536790
OMA,LAX,3,584,800,10,1330,839265,25536790
TUS,LAX,68,250337,399926,4199,451,1009832,25536790
EWR,LAX,99,457367,541053,3204,2454,18968501,25536790
OXR,LAX,12,16048,38250,1275,49,794778,25536790
FAT,LAX,46,79767,137272,3983,209,903133,25536790
EUG,LAX,18,15285,23434,411,748,348425,25536790
DFW,LAX,86,829984,966403,6452,1235,12602170,25536790
DAL,LAX,10,537,758,10,1246,12602170,25536790
BOS,LAX,54,318889,404526,2207,2611,9089410,25536790
LRD,LAX,1,78,120,1,1205,235937,25536790
ACV,LAX,12,25901,36122,479,577,128852,25536790
SAV,MSP,7,1239,1350,27,1092,334562,3237612
LGA,MSP,45,272631,397551,2629,1020,37937002,3237612
PDX,MSP,43,254418,278747,1496,1426,2203745,3237612
RIC,MSP,13,18812,23150,463,970,1227115,3237612
SHD,MSP,1,139,162,1,870,117709,3237612
SJC,MSP,26,88758,97368,696,1576,1810646,3237612
JFK,MSP,60,209384,244711,1854,1028,37937002,3237612
PWM,MSP,5,4716,5750,115,1136,516026,3237612
ALO,MSP,29,25788,48004,1282,166,163659,3237612
CLE,MSP,105,122803,174899,2941,622,2094051,3237612
CLT,MSP,94,199468,242462,2113,930,1706469,3237612
BWI,MSP,53,133706,149547,1067,936,2677712,3237612
ANC,MSP,29,149124,173964,962,2518,365790,3237612
AVL,MSP,12,11040,17800,356,861,409001,3237612
CMI,MSP,3,280,334,4,419,223998,3237612
BKL,MSP,3,210,340,5,627,2094051,3237612
TYS,MSP,12,12974,18050,361,792,692210,3237612
JMS,MSP,9,2648,6596,194,299,20340,3237612
LAF,MSP,2,212,232,2,445,193753,3237612
LSE,MSP,70,67570,114366,2042,120,131728,3237612
GRB,MSP,94,105889,152374,1740,252,302322,3237612
AZO,MSP,17,12712,18300,333,426,324135,3237612
FCA,MSP,20,38007,53380,544,1025,89104,3237612
FAI,MSP,5,29426,37464,205,2466,98351,3237612
JAX,MSP,23,31878,37772,365,1174,1316528,3237612
PHL,MSP,83,278836,321259,2907,980,11880992,3237612
IND,MSP,83,180752,239030,1812,503,1720796,3237612
TVC,MSP,22,19291,24006,352,375,142319,3237612
MYR,MSP,7,1041,1350,27,1085,258790,3237612
OKC,MSP,24,29013,38310,711,695,1207519,3237612
SFO,MSP,64,351078,400167,2237,1589,8520472,3237612
IMT,MSP,7,1393,6426,189,257,31503,3237612
SCE,MSP,4,132,200,4,827,145550,3237612
ACY,MSP,2,234,244,2,1025,270609,3237612
GJT,MSP,7,436,1178,7,880,141905,3237612
SLC,MSP,80,201236,251667,2594,991,1111600,3237612
COS,MSP,22,67099,79846,686,725,616975,3237612
FLL,MSP,24,63963,70422,474,1487,5501752,3237612
PBI,MSP,4,7950,12846,79,1451,5501752,3237612
BOS,MSP,46,211209,273841,1706,1124,9089410,3237612
DFW,MSP,90,444492,541805,4505,852,12602170,3237612
DAY,MSP,12,30086,33600,672,574,837036,3237612
DAL,MSP,7,297,424,7,853,12602170,3237612
DLH,MSP,100,108287,179710,1961,144,275188,3237612
HLN,MSP,12,12737,16100,322,913,72444,3237612
CPR,MSP,17,9626,18390,364,674,73057,3237612
TUS,MSP,29,58476,65576,481,1298,1009832,3237612
EWR,MSP,101,222254,320259,3528,1008,18968501,3237612
PIR,MSP,11,441,1034,29,350,19555,3237612
CWA,MSP,27,56997,79774,2035,175,131043,3237612
TOL,MSP,1,173,184,1,526,673345,3237612
PIA,MSP,12,19017,34170,1005,342,372638,3237612
FAR,MSP,111,167694,240418,2748,223,195948,3237612
ALB,MSP,15,14483,17326,346,979,854301,3237612
OMA,MSP,98,156083,198074,2394,282,839265,3237612
AUS,MSP,17,43192,54848,705,1042,1654100,3237612
TPA,MSP,44,155341,176854,1033,1307,2730007,3237612
MIA,MSP,40,114475,137718,981,1501,11003504,3237612
TUL,MSP,13,27269,35390,706,616,916037,3237612
FNT,MSP,17,14467,20704,345,491,428859,3237612
MOT,MSP,39,71011,111800,1076,449,63504,3237612
CAK,MSP,2,106,212,2,657,699954,3237612
BGR,MSP,4,587,798,11,1194,149268,3237612
GYY,MSP,1,52,199,1,369,9515636,3237612
RNO,MSP,2,258,280,2,1406,416657,3237612
BDL,MSP,29,105760,134895,1055,1050,1191170,3237612
CMH,MSP,68,100845,132127,1087,627,1779822,3237612
MSO,MSP,18,50331,62868,705,1013,107552,3237612
ESC,MSP,2,23,408,12,304,37243,3237612
HNL,MSP,12,95282,108472,364,3972,902745,3237612
GGG,MSP,1,114,136,1,866,204496,3237612
IAH,MSP,97,224012,291121,3381,1034,5726705,3237612
MSN,MSP,94,139238,182885,1780,228,562065,3237612
MEM,MSP,99,274204,346028,2907,700,1298529,3237612
LNK,MSP,26,40597,66426,1330,331,294665,3237612
MCO,MSP,73,362357,413699,2391,1310,2060968,3237612
OAK,MSP,4,164,249,4,1578,4260236,3237612
JAC,MSP,5,11001,14696,118,872,29573,3237612
LAN,MSP,25,22546,32025,363,455,454605,3237612
PHX,MSP,95,544177,608073,3891,1276,4287323,3237612
GEG,MSP,26,105942,118520,823,1175,462408,3237612
ATW,MSP,34,49773,69814,1721,236,219780,3237612
SEA,MSP,70,514573,583575,2965,1399,6713274,3237612
MBS,MSP,33,20487,31871,360,463,200858,3237612
ICT,MSP,13,26375,35012,698,545,603205,3237612
ABR,MSP,18,23349,48030,1400,257,38991,3237612
BRD,MSP,13,18302,36508,1071,113,91052,3237612
BIL,MSP,40,82995,105726,838,748,152320,3237612
BFI,MSP,2,89,127,3,1398,6713274,3237612
ROA,MSP,1,22,50,1,864,298920,3237612
RDU,MSP,24,78873,95888,722,981,1090408,3237612
BIS,MSP,81,104533,170753,2059,386,104629,3237612
RAP,MSP,65,79661,107491,1241,490,122697,3237612
PIT,MSP,60,82191,100277,1402,726,2355391,3237612
PVD,MSP,13,15862,20028,259,1116,1599312,3237612
MDT,MSP,18,17032,21990,354,898,533802,3237612
GSO,MSP,12,12532,17650,353,924,707185,3237612
CHS,MSP,7,1153,1350,27,1087,647194,3237612
BTV,MSP,3,2957,3700,74,986,207028,3237612
MHT,MSP,10,15282,19988,263,1092,404074,3237612
MCW,MSP,12,17348,30260,890,120,51345,3237612
CVG,MSP,84,121655,163892,2867,596,2158643,3237612
MGM,MSP,1,95,173,1,943,365596,3237612
FWA,MSP,9,7671,11900,237,488,411625,3237612
AEX,MSP,3,51,536,3,936,153451,3237612
ORH,MSP,1,42,122,1,1083,799343,3237612
ATY,MSP,12,14333,23290,685,193,31880,3237612
STL,MSP,107,187396,288107,4613,449,2818688,3237612
SUS,MSP,1,43,68,1,450,2818688,3237612
FOD,MSP,9,148,646,19,168,38372,3237612
DSM,MSP,66,94968,133275,2347,232,554101,3237612
EAU,MSP,27,21024,46970,1348,85,158495,3237612
LAS,MSP,85,448697,499246,2939,1300,1879093,3237612
RST,MSP,92,62383,129567,2376,76,183394,3237612
ROC,MSP,17,14075,17650,352,783,1033155,3237612
BNA,MSP,59,66158,78022,1067,695,1556368,3237612
MKE,MSP,119,309148,403185,3765,297,1550451,3237612
SAN,MSP,49,229293,263224,1665,1532,3019274,3237612
SNA,MSP,21,110162,128704,1035,1522,12768395,3237612
STC,MSP,22,18755,48498,1373,61,187672,3237612
MQT,MSP,12,6322,11764,346,300,65462,3237612
CID,MSP,66,57112,95853,1812,221,254911,3237612
GRR,MSP,82,136509,177473,1783,408,776505,3237612
XNA,MSP,13,16240,32800,655,596,455408,3237612
FSD,MSP,113,136667,216509,2340,197,233503,3237612
LAX,MSP,65,441673,506791,2808,1536,25536790,3237612
SGF,MSP,13,10118,17212,342,528,426125,3237612
MSP,MSP,14,4760,7142,45,0,3237612,3237612
MSY,MSP,15,22178,27254,352,1040,1168547,3237612
SAT,MSP,23,49822,62896,706,1097,2030691,3237612
MCI,MSP,86,179678,228762,2463,393,2046083,3237612
DCA,MSP,45,248169,315060,2182,931,10755872,3237612
GTF,MSP,23,34958,49652,718,887,82022,3237612
BRO,MSP,1,7,162,1,1329,389164,3237612
ABQ,MSP,20,87579,97020,675,981,846582,3237612
SUX,MSP,29,34162,65496,1676,234,142764,3237612
IAD,MSP,65,113440,160563,1498,908,10755872,3237612
SMF,MSP,21,109325,118866,810,1518,2101138,3237612
LIT,MSP,11,9048,13397,224,703,675921,3237612
IDA,MSP,12,11873,15950,319,939,123123,3237612
SBN,MSP,14,14522,17675,351,411,318129,3237612
MKC,MSP,3,197,424,3,404,2046083,3237612
GFK,MSP,64,83912,132773,1716,284,97261,3237612
CHA,MSP,1,161,486,3,801,520089,3237612
BMG,MSP,1,47,50,1,522,184165,3237612
DTW,MSP,110,603607,777156,5077,528,8847562,3237612
ORD,MSP,170,890438,1216709,9854,334,19031272,3237612
MDW,MSP,67,181951,277510,2684,349,19031272,3237612
DBQ,MSP,7,5335,12682,373,212,92589,3237612
YIP,MSP,2,64,100,2,519,8847562,3237612
ATL,MSP,177,588423,719565,6231,906,5385586,3237612
BJI,MSP,20,23433,38174,1053,199,43782,3237612
BZN,MSP,28,90610,117236,876,874,89812,3237612
BUF,MSP,21,24246,28465,230,734,1124055,3237612
SLC,MSY,32,27030,32325,330,1428,1111600,1168547
PBI,MSY,4,303,487,4,659,5501752,1168547
FLL,MSY,33,58151,81319,593,673,5501752,1168547
PHL,MSY,62,98285,136789,1107,1088,11880992,1168547
IND,MSY,6,979,1616,13,708,1720796,1168547
OKC,MSY,3,213,386,4,567,1207519,1168547
JAX,MSY,9,16232,23736,473,513,1316528,1168547
ACY,MSY,4,345,610,5,1102,270609,1168547
SFO,MSY,2,323,505,3,1911,8520472,1168547
SEA,MSY,1,301,688,4,2086,6713274,1168547
PHX,MSY,26,42684,49841,366,1301,4287323,1168547
RDU,MSY,12,18269,24526,484,779,1090408,1168547
AZA,MSY,1,91,130,1,1280,4287323,1168547
BFI,MSY,1,32,59,1,2088,6713274,1168547
ICT,MSY,1,67,76,1,670,603205,1168547
CAE,MSY,1,123,130,1,601,732558,1168547
CMH,MSY,8,1495,1571,12,806,1779822,1168547
GPT,MSY,4,181,220,4,76,236155,1168547
LCK,MSY,3,1555,2046,11,794,1779822,1168547
MEI,MSY,1,53,142,1,185,105851,1168547
IAH,MSY,107,442073,587511,4181,305,5726705,1168547
MCO,MSY,44,157955,213929,1777,550,2060968,1168547
JAN,MSY,4,439,547,5,160,537194,1168547
HOU,MSY,46,331866,491198,3621,303,5726705,1168547
EFD,MSY,1,87,148,1,296,5726705,1168547
MEM,MSY,57,101562,127417,1089,349,1298529,1168547
MEM,NEW,1,24,50,1,345,1298529,1168547
MAF,MSY,1,6,137,1,722,129159,1168547
ISO,MSY,1,147,150,1,822,56674,1168547
OAK,MSY,2,182,318,2,1903,4260236,1168547
EWR,MSY,62,96671,126802,1120,1167,18968501,1168547
CWA,MSY,2,179,180,2,1021,131043,1168547
MOB,MSY,5,406,521,5,129,409132,1168547
DAL,MSY,43,212718,282898,2085,437,12602170,1168547
DFW,MSY,30,270275,341198,2415,448,12602170,1168547
BOS,MSY,15,17235,24760,249,1367,9089410,1168547
DAY,MSY,1,46,175,1,764,837036,1168547
BGR,MSY,2,393,446,2,1551,149268,1168547
MIA,MSY,17,106656,159785,1080,674,11003504,1168547
TPA,MSY,34,106341,148133,1081,487,2730007,1168547
RNO,MSY,2,222,280,2,1793,416657,1168547
AUS,MSY,9,17151,22420,448,445,1654100,1168547
TUL,MSY,1,113,150,1,538,916037,1168547
ORD,MSY,54,170201,225051,1904,837,19031272,1168547
DTW,MSY,26,33142,38133,473,926,8847562,1168547
MDW,MSY,20,35202,52873,386,825,19031272,1168547
ELP,MSY,1,116,150,1,965,738416,1168547
ATL,MSY,114,519019,652564,4734,425,5385586,1168547
AGS,MSY,1,128,130,1,541,534612,1168547
IAD,MSY,34,65631,89505,965,954,10755872,1168547
DCA,MSY,56,88890,120711,1350,969,10755872,1168547
MCI,MSY,9,16785,23233,462,690,2046083,1168547
LIT,MSY,1,127,137,1,346,675921,1168547
SMF,MSY,1,37,70,1,1879,2101138,1168547
ILM,MSY,1,117,130,1,781,348054,1168547
BTR,MSY,13,1153,1944,14,65,779340,1168547
ABQ,MSY,1,119,137,1,1015,846582,1168547
SBN,MSY,1,115,130,1,837,318129,1168547
SHV,MSY,1,139,140,1,271,389389,1168547
SWO,MSY,1,110,137,1,581,78733,1168547
LAX,MSY,42,101975,143279,927,1671,25536790,1168547
MSP,MSY,14,23185,27462,358,1040,3237612,1168547
SAT,MSY,16,14282,22487,445,495,2030691,1168547
CLT,MSY,98,189257,230589,2091,651,1706469,1168547
CLE,MSY,30,13515,18724,368,917,2094051,1168547
BWI,MSY,29,43078,53386,389,998,2677712,1168547
AVL,MSY,1,104,130,1,585,409001,1168547
LGA,MSY,38,48222,62084,496,1183,37937002,1168547
JFK,MSY,18,108413,136400,1043,1182,37937002,1168547
ALO,MSY,1,115,122,1,875,163659,1168547
PDX,MSY,2,152,302,3,2051,2203745,1168547
SJC,MSY,1,160,244,1,1885,1810646,1168547
RFD,NBG,1,81,200,1,855,353381,1168547
LFT,MSY,1,121,124,1,105,259773,1168547
GRB,MSY,1,158,298,1,1006,302322,1168547
STL,MSY,21,52065,75005,1610,604,2818688,1168547
CVG,MSY,49,37061,46768,900,700,2158643,1168547
BHM,MSY,31,82190,135828,996,321,1123146,1168547
FWA,MSY,3,382,390,3,809,411625,1168547
CRW,MSY,1,26,37,1,761,303331,1168547
GSO,MSY,2,283,303,2,731,707185,1168547
MDT,MSY,1,118,130,1,1036,533802,1168547
GSP,MSY,1,125,130,1,578,630098,1168547
BNA,MSY,33,95137,135034,1001,471,1556368,1168547
MKE,MSY,4,125,406,4,903,1550451,1168547
LAS,MSY,23,82027,98227,717,1501,1879093,1168547
SAN,MSY,1,118,130,1,1599,3019274,1168547
PNS,MSY,1,107,142,1,186,453132,1168547
PIT,MSY,2,237,260,2,918,2355391,1168547
CVG,PFN,14,1399,1750,35,612,2158643,163802
HSV,PFN,1,37,50,1,312,397228,163802
MGM,PFN,1,48,50,1,150,365596,163802
CLT,PFN,6,8737,21850,437,441,1706469,163802
GSB,PAM,1,132,173,1,573,113419,163802
ABQ,PAM,1,96,120,1,1271,846582,163802
TLH,PFN,3,87,150,3,81,357171,163802
SFB,PFN,1,40,50,1,285,2060968,163802
MEM,PFN,12,38067,53650,1073,417,1298529,163802
MCO,PFN,9,5454,19418,388,290,2060968,163802
ATL,PFN,37,108094,148564,2503,247,5385586,163802
CLE,PKB,1,67,160,1,144,2094051,160921
PIT,PKB,1,57,440,13,102,2355391,160921
IAD,PKB,16,5204,25010,743,216,10755872,160921
FLL,PBG,12,16566,19150,141,1334,5501752,81699
MYR,PBG,17,5822,8811,65,811,258790,81699
BOS,PBG,9,3789,7317,813,201,9089410,81699
AVP,PBG,1,75,150,1,256,549321,81699
SFB,PBG,11,12528,14400,96,1175,2060968,81699
PBI,PGD,1,60,144,1,118,5501752,157736
MYR,PGD,4,351,1230,10,500,258790,157736
RFD,PGD,1,364,366,3,1127,353381,157736
ABE,PGD,3,825,1612,11,1018,811669,157736
AZO,PGD,2,881,1098,9,1075,324135,157736
TOL,PGD,3,921,1612,11,1016,673345,157736
ORH,PGD,2,1216,2533,17,1203,799343,157736
GSO,PGD,2,5372,11232,78,643,707185,157736
CMH,PGD,2,17668,23904,166,902,1779822,157736
SFO,SAT,27,30084,41777,369,1482,8520472,2030691
PHL,SAT,21,28684,39985,293,1495,11880992,2030691
IND,SAT,9,8784,11708,234,986,1720796,2030691
OKC,SAT,7,2955,5038,97,407,1207519,2030691
JAX,SAT,1,138,140,1,1007,1316528,2030691
CRP,SAT,3,269,449,3,135,413206,2030691
SLC,SAT,34,35079,41176,597,1086,1111600,2030691
FLL,SAT,16,31493,44492,307,1145,5501752,2030691
COS,SAT,4,161,270,5,732,616975,2030691
SAN,SAT,32,75108,89750,654,1129,3019274,2030691
LAS,SAT,49,163565,207887,1572,1069,1879093,2030691
MKE,SAT,3,108,266,3,1095,1550451,2030691
BNA,SAT,33,57340,91896,678,822,1556368,2030691
NZY,SAT,1,82,120,1,1131,3019274,2030691
SNA,SAT,4,560,768,6,1177,12768395,2030691
PNS,SAT,1,36,50,1,679,453132,2030691
CVG,SAT,39,40198,49716,879,1024,2158643,2030691
STL,SAT,29,41527,53819,664,786,2818688,2030691
MDT,SAT,2,281,323,2,1430,533802,2030691
DSM,SAT,1,42,50,1,870,554101,2030691
BHM,SAT,2,209,277,2,744,1123146,2030691
AEX,SAT,1,20,148,1,374,153451,2030691
CRW,SAT,1,23,37,1,1142,303331,2030691
GPT,SAT,3,338,372,3,567,236155,2030691
MEI,SAT,1,70,70,1,608,105851,2030691
MTJ,SAT,1,30,50,1,820,40484,2030691
OAK,SAT,5,413,576,5,1476,4260236,2030691
MEM,SAT,70,94049,120849,1097,625,1298529,2030691
HOU,SAT,45,199237,343944,2527,192,5726705,2030691
IAH,SAT,83,384723,519700,3715,191,5726705,2030691
MCO,SAT,35,70302,101586,750,1040,2060968,2030691
GRK,SAT,1,9,37,1,112,379569,2030691
SFB,SAT,1,105,173,1,1042,2060968,2030691
LBB,SAT,2,61,274,2,346,271582,2030691
JAN,SAT,1,122,137,1,534,537194,2030691
MAF,SAT,4,226,461,4,277,129159,2030691
PHX,SAT,92,237853,327907,2793,843,4287323,2030691
CAE,SAT,4,457,722,4,1064,732558,2030691
RDU,SAT,11,9249,12412,238,1225,1090408,2030691
SEA,SAT,5,655,770,5,1774,6713274,2030691
AMA,SAT,5,182,431,5,436,243682,2030691
COU,SAT,1,194,210,1,733,164182,2030691
AZA,SAT,4,325,892,5,821,4287323,2030691
RFD,SKF,2,235,500,2,1030,353381,2030691
PDX,SAT,4,362,482,4,1714,2203745,2030691
SJC,SAT,2,209,264,2,1454,1810646,2030691
LGA,SAT,1,137,148,1,1586,37937002,2030691
CLE,SAT,10,9384,11509,230,1241,2094051,2030691
BWI,SAT,26,75506,100306,732,1407,2677712,2030691
CLT,SAT,13,50487,56814,660,1095,1706469,2030691
XNA,SAT,2,66,87,2,524,455408,2030691
IAD,SAT,24,38960,47176,711,1362,10755872,2030691
SMF,SAT,12,8247,11969,236,1463,2101138,2030691
SHV,SAT,2,179,266,2,341,389389,2030691
MCI,SAT,16,21178,29198,577,706,2046083,2030691
ABQ,SAT,14,15638,22222,438,609,846582,2030691
BRO,SAT,3,135,260,3,258,389164,2030691
BTR,SAT,1,73,137,1,444,779340,2030691
LIT,SAT,3,163,324,3,512,675921,2030691
MSP,SAT,28,50483,64574,721,1097,3237612,2030691
MSY,SAT,15,13883,22427,443,495,1168547,2030691
LAX,SAT,64,129912,177011,1787,1210,25536790,2030691
EWR,SAT,42,79419,112376,939,1569,18968501,2030691
SLN,SAT,1,134,150,1,640,60102,2030691
TUS,SAT,12,8664,12502,248,762,1009832,2030691
FOE,SAT,2,138,210,2,669,229774,2030691
DFW,SAT,30,593844,736716,5285,247,12602170,2030691
DAL,SAT,43,475231,672513,4948,248,12602170,2030691
MOB,SAT,1,32,68,1,617,409132,2030691
FAT,SAT,2,225,280,2,1325,903133,2030691
BOS,SAT,2,264,280,2,1764,9089410,2030691
FTW,SAT,1,24,50,1,236,12602170,2030691
AUS,SAT,15,1743,2006,17,66,1654100,2030691
TPA,SAT,28,34572,50269,367,972,2730007,2030691
TUL,SAT,4,1886,4600,92,483,916037,2030691
RNO,SAT,7,891,1010,7,1391,416657,2030691
MIA,SAT,4,384,465,4,1143,11003504,2030691
PVU,SAT,1,65,68,1,1051,539754,2030691
OMA,SAT,3,199,217,3,824,839265,2030691
ACT,SAT,1,88,136,1,161,230849,2030691
DTW,SAT,25,76079,88063,715,1215,8847562,2030691
MDW,SAT,27,60159,95305,696,1036,19031272,2030691
