Origin_airport,Destination_airport,Numtimes,Passengers,Seats,Flights,Distance,Origin_population,Destination_population
MHK,AMW,1,21,30,1,254,122049,86219
SEA,RDM,25,61274,91869,1267,228,6713274,157730
GEG,RDM,1,13,30,1,291,462408,157730
AZA,RDM,4,2538,3270,22,911,4287323,157730
BIL,RDM,1,100,120,1,626,152320,157730
MFR,RDM,2,64,146,2,156,200298,157730
EUG,RDM,13,5093,14201,181,103,348425,157730
DLH,RDM,1,100,120,1,1408,275188,157730
RNO,RDM,1,70,76,1,336,416657,157730
SLE,RDM,1,87,150,1,102,390561,157730
SLC,RDM,12,27489,36116,722,526,1111600,157730
SFO,RDM,14,22372,32370,1077,462,8520472,157730
OKC,RDM,1,100,120,1,1387,1207519,157730
LMT,RDM,1,16,30,1,147,66543,157730
SAN,RDM,1,140,150,1,823,3019274,157730
LAS,RDM,12,13510,16350,109,647,1879093,157730
FSM,RDM,2,200,240,2,1544,290977,157730
PDX,RDM,46,83517,127236,3222,116,2203745,157730
STS,RDM,1,73,74,1,406,466424,157730
ABQ,RDM,1,99,120,1,1000,846582,157730
LAX,RDM,13,23486,38780,515,726,25536790,157730
LAS,EKO,3,202,378,3,329,1879093,48783
OAK,EKO,2,161,200,4,405,4260236,48783
RNO,EKO,1,45,150,1,230,416657,48783
SLC,EKO,12,24590,46920,1564,200,1111600,48783
PHL,ERI,16,33384,47047,958,300,11880992,279647
ACY,ERI,5,612,726,6,345,270609,279647
CLE,ERI,14,27869,43760,1182,98,2094051,279647
JFK,ERI,1,45,50,1,347,37937002,279647
ABE,ERI,1,33,37,1,265,811669,279647
AVP,ERI,1,46,74,1,236,549321,279647
PIT,ERI,8,594,1342,14,109,2355391,279647
PVD,ERI,1,50,50,1,452,1599312,279647
GSO,ERI,1,46,50,1,413,707185,279647
PGV,ERI,1,56,199,1,469,176589,279647
LAS,ERI,1,40,68,1,1912,1879093,279647
BUF,ERI,1,38,50,1,95,1124055,279647
DTW,ERI,24,58085,79818,1717,163,8847562,279647
GPT,GYY,1,60,120,1,779,236155,9515636
BMG,GYY,1,47,88,1,176,184165,9515636
RNO,GYY,3,393,430,3,1699,416657,9515636
GSO,GYY,1,54,147,1,554,707185,9515636
SNA,GYY,1,135,182,1,1747,12768395,9515636
MDW,GYY,1,6,199,1,21,19031272,9515636
ACY,GYY,4,428,720,6,691,270609,9515636
IND,GYY,2,113,342,2,143,1720796,9515636
GBD,HYS,7,590,2907,153,41,27505,27477
DDC,HYS,2,23,38,2,84,32710,27477
MCI,HYS,12,2441,8607,453,247,2046083,27477
GCK,HYS,2,22,38,2,101,40925,27477
OGG,ITO,25,49681,76250,1205,121,144378,176399
OAK,ITO,6,7898,10373,63,2329,4260236,176399
HNL,ITO,34,602940,791108,8163,216,902745,176399
SUS,GUS,1,14,19,1,276,2818688,36214
PDX,RNO,49,103608,184462,1514,444,2203745,416657
SJC,RNO,26,118019,186957,1365,188,1810646,416657
RFD,RNO,2,258,280,2,1609,353381,416657
JFK,RNO,1,86,150,1,2411,37937002,416657
GRB,RNO,1,130,130,1,1654,302322,416657
CLE,RNO,2,249,280,2,1987,2094051,416657
CMI,RNO,1,94,150,1,1668,223998,416657
ANC,RNO,1,91,186,1,1973,365790,416657
BWI,RNO,1,118,120,1,2286,2677712,416657
HNL,RNO,3,485,747,3,2572,902745,416657
SEA,RNO,67,155671,228031,2340,564,6713274,416657
PHX,RNO,75,222973,350271,2746,601,4287323,416657
ICT,RNO,4,517,560,4,1213,603205,416657
PUW,RNO,1,113,136,1,518,42027,416657
GEG,RNO,14,6828,11564,221,572,462408,416657
AZA,RNO,4,487,540,4,621,4287323,416657
OAK,RNO,31,95229,180408,1326,180,4260236,416657
IAH,RNO,40,49654,63165,431,1530,5726705,416657
MEM,RNO,3,276,410,3,1662,1298529,416657
MOD,RNO,1,13,30,1,144,507450,416657
LBB,RNO,3,408,417,3,1074,271582,416657
OGG,RNO,1,124,182,1,2515,144378,416657
JAN,RNO,2,227,280,2,1729,537194,416657
MSN,RNO,1,91,130,1,1594,562065,416657
LNK,RNO,1,124,130,1,1218,294665,416657
GRK,RNO,2,206,260,2,1365,379569,416657
MOB,RNO,1,115,150,1,1875,409132,416657
MLU,RNO,2,253,286,2,1619,172981,416657
DFW,RNO,29,134385,166006,1069,1345,12602170,416657
DAL,RNO,2,256,280,2,1356,12602170,416657
FAT,RNO,5,626,636,5,188,903133,416657
DAY,RNO,1,70,130,1,1882,837036,416657
BOS,RNO,1,188,188,1,2524,9089410,416657
TUL,RNO,4,461,560,4,1322,916037,416657
AUS,RNO,6,862,960,7,1405,1654100,416657
OMA,RNO,3,333,400,3,1262,839265,416657
ACT,RNO,1,122,130,1,1376,230849,416657
EKO,RNO,2,84,228,2,230,48783,416657
GYY,RNO,1,121,130,1,1699,9515636,416657
RDM,RNO,2,206,226,2,336,157730,416657
LGU,RNO,1,113,136,1,445,124362,416657
TUS,RNO,11,6326,11460,224,710,1009832,416657
CWA,RNO,2,267,280,2,1579,131043,416657
PIA,RNO,1,127,130,1,1589,372638,416657
TOL,RNO,1,91,150,1,1885,673345,416657
FOE,RNO,1,119,150,1,1290,229774,416657
SFO,RNO,64,98044,152510,1842,192,8520472,416657
SPS,RNO,3,378,410,3,1237,147607,416657
OKC,RNO,4,512,560,4,1248,1207519,416657
LCH,RNO,2,213,280,2,1633,192972,416657
IND,RNO,1,103,130,1,1776,1720796,416657
CRP,RNO,2,268,280,2,1510,413206,416657
SLC,RNO,80,123072,168338,1813,422,1111600,416657
COS,RNO,1,128,130,1,809,616975,416657
SPI,RNO,3,384,430,3,1597,207305,416657
LAX,RNO,64,186723,290703,3267,390,25536790,416657
SAT,RNO,4,516,540,4,1391,2030691,416657
SGF,RNO,2,261,280,2,1436,426125,416657
MSY,RNO,2,221,280,2,1793,1168547,416657
MSP,RNO,1,123,130,1,1406,3237612,416657
XNA,RNO,1,86,150,1,1404,455408,416657
GRR,RNO,1,136,150,1,1788,776505,416657
SJT,RNO,2,274,280,2,1220,109152,416657
SMF,RNO,12,1069,1587,13,113,2101138,416657
ABQ,RNO,6,596,862,6,787,846582,416657
LIT,RNO,2,225,300,2,1550,675921,416657
BFL,RNO,3,335,430,5,283,797145,416657
GCK,RNO,2,275,280,2,1033,40925,416657
MCI,RNO,3,314,417,3,1337,2046083,416657
BTR,RNO,2,233,260,2,1728,779340,416657
SHV,RNO,5,684,744,5,1527,389389,416657
CHA,RNO,1,107,130,1,1918,520089,416657
MDW,RNO,12,42455,49585,362,1680,19031272,416657
ORD,RNO,15,55080,67714,361,1671,19031272,416657
ELP,RNO,2,216,260,2,920,738416,416657
ATL,RNO,7,25680,31103,170,1993,5385586,416657
ABI,RNO,2,252,260,2,1224,159059,416657
FWA,RNO,1,128,130,1,1819,411625,416657
BLI,RNO,16,15555,17770,119,656,196960,416657
CVG,RNO,3,318,450,3,1870,2158643,416657
STL,RNO,3,383,410,3,1574,2818688,416657
EVV,RNO,1,100,150,1,1734,350614,416657
DSM,RNO,2,273,280,2,1377,554101,416657
BHM,RNO,1,121,130,1,1871,1123146,416657
LRU,RNO,1,118,150,3,874,201428,416657
LAS,RNO,55,446252,598387,4466,345,1879093,416657
BNA,RNO,2,214,280,2,1815,1556368,416657
MKE,RNO,2,239,260,2,1667,1550451,416657
SNA,RNO,3,6798,10664,86,415,12768395,416657
SAN,RNO,34,74711,100370,733,488,3019274,416657
SWO,ACT,4,271,323,4,314,78733,230849
CHA,ACT,1,23,44,1,734,520089,230849
MCI,ACT,2,74,100,2,548,2046083,230849
ILG,ACT,1,82,162,1,1333,5940496,230849
ABQ,ACT,1,82,137,1,591,846582,230849
BTR,ACT,2,106,132,3,368,779340,230849
IAD,ACT,2,131,200,2,1223,10755872,230849
SLC,ACT,1,35,50,1,1036,1111600,230849
CLL,ACT,1,28,34,1,87,207140,230849
OKC,ACT,2,204,238,2,262,1207519,230849
DSM,ACT,1,151,173,1,712,554101,230849
GSO,ACT,1,133,150,1,1039,707185,230849
HSV,ACT,1,39,50,1,641,397228,230849
BHM,ACT,1,50,50,1,625,1123146,230849
GSP,ACT,1,5,50,1,897,630098,230849
AEX,ACT,1,29,34,1,277,153451,230849
STL,ACT,1,33,122,1,627,2818688,230849
CVG,ACT,1,34,50,1,874,2158643,230849
MHK,ACT,2,63,80,2,520,122049,230849
PNS,ACT,1,43,44,1,601,453132,230849
LAS,ACT,1,104,300,2,1074,1879093,230849
ABI,ACT,1,24,50,1,154,159059,230849
HOU,ACT,1,34,50,1,178,5726705,230849
IAH,ACT,14,17333,41533,1221,159,5726705,230849
DMA,ACT,1,30,68,1,803,1009832,230849
FOE,ACT,1,35,50,1,514,229774,230849
DFW,ACT,22,45661,71988,1937,89,12602170,230849
MLU,ACT,2,59,84,2,311,172981,230849
TYR,ACT,1,29,34,1,119,201160,230849
AUS,ACT,1,135,136,1,101,1654100,230849
RNO,ACT,1,122,130,1,1376,416657,230849
TUL,ACT,1,100,137,1,325,916037,230849
COU,ACT,2,160,186,2,571,164182,230849
PUW,ACT,1,119,136,1,1485,42027,230849
BDL,ACT,1,161,173,1,1529,1191170,230849
GPT,ACT,1,37,44,1,491,236155,230849
LBB,ACT,4,286,410,4,303,271582,230849
JAN,ACT,1,79,100,2,423,537194,230849
MCO,ACT,1,50,50,1,977,2060968,230849
LNK,ACT,1,160,173,1,638,294665,230849
SFB,ACT,1,172,173,1,975,2060968,230849
MEM,ACT,1,50,50,1,482,1298529,230849
LFT,ACT,1,39,50,1,326,259773,230849
CLE,ACT,2,98,100,2,1088,2094051,230849
SAV,ACT,1,43,50,1,942,334562,230849
LAS,YUM,9,1539,3578,96,238,1879093,193299
SNA,YUM,1,53,86,1,202,12768395,193299
FLG,YUM,1,38,50,1,240,128426,193299
IPL,YUM,7,3110,10020,334,58,163093,193299
PHX,YUM,26,49463,76868,1902,160,4287323,193299
LAX,YUM,12,16132,30750,1025,237,25536790,193299
BFL,YUM,1,18,50,1,319,797145,193299
OKC,YUM,3,427,720,6,993,1207519,193299
SBA,YUM,1,21,50,1,326,403655,193299
SLC,YUM,8,15290,22050,441,580,1111600,193299
SBP,YUM,2,56,100,2,389,265134,193299
FAT,YUM,1,69,172,2,406,903133,193299
DCA,CAK,3,347,350,3,274,10755872,699954
MCI,CAK,2,69,100,2,711,2046083,699954
MSP,CAK,2,128,212,2,657,3237612,699954
XNA,CAK,1,44,50,1,765,455408,699954
TOL,CAK,1,45,50,1,131,673345,699954
BOS,CAK,12,39728,54171,463,549,9089410,699954
DAY,CAK,1,34,50,1,162,837036,699954
TPA,CAK,16,36360,42726,358,894,2730007,699954
OMA,CAK,1,85,150,1,754,839265,699954
ATL,CAK,55,259151,327192,3883,528,5385586,699954
DTW,CAK,24,45917,62494,1367,133,8847562,699954
ORD,CAK,29,37025,48576,968,344,19031272,699954
MDW,CAK,2,169,398,2,334,19031272,699954
CLT,CAK,24,71162,92540,1584,394,1706469,699954
AVL,CAK,1,36,50,1,383,409001,699954
LGA,CAK,14,66047,90961,773,396,37937002,699954
RFD,CAK,1,121,173,1,406,353381,699954
AVP,CAK,1,47,50,1,300,549321,699954
SYR,CAK,3,172,412,3,314,645016,699954
LAS,CAK,4,4045,5754,42,1846,1879093,699954
PVD,CAK,1,45,50,1,524,1599312,699954
PIT,CAK,1,34,50,1,70,2355391,699954
CVG,CAK,21,13287,18209,457,214,2158643,699954
MHT,CAK,1,84,95,1,534,404074,699954
FLL,CAK,3,606,819,7,1026,5501752,699954
PHL,CAK,19,15922,26573,529,335,11880992,699954
ACY,CAK,17,2009,2786,23,377,270609,699954
MCO,CAK,16,37517,44630,370,860,2060968,699954
CMH,CAK,1,44,137,1,99,1779822,699954
BDL,CAK,1,47,50,1,460,1191170,699954
GPT,CAK,1,114,120,1,841,236155,699954
SEA,BTM,8,12647,17518,233,477,6713274,32776
MSO,BTM,1,50,199,1,101,107552,32776
BZN,BTM,9,2453,17182,229,65,89812,32776
HLN,BTM,1,31,50,1,51,72444,32776
EUG,BTM,1,42,199,1,540,348425,32776
FAR,BTM,1,51,88,1,750,195948,32776
SLC,BTM,12,21212,34482,689,357,1111600,32776
IDA,BTM,1,39,50,1,169,123123,32776
SFO,CIC,12,24965,40890,1363,153,8520472,219503
CAE,DOV,1,130,150,1,476,732558,155492
AVP,DOV,1,34,50,1,153,549321,155492
CLT,DOV,1,99,162,1,405,1706469,155492
PHL,FAR,1,189,193,1,1185,11880992,195948
SLC,FAR,5,2677,4798,94,865,1111600,195948
COS,FAR,4,414,539,4,688,616975,195948
FCA,FAR,1,31,76,1,818,89104,195948
SJC,FAR,1,114,124,1,1440,1810646,195948
ALO,FAR,1,110,124,1,371,163659,195948
ANC,FAR,1,179,182,1,2297,365790,195948
BWI,FAR,1,72,76,1,1147,2677712,195948
CID,FAR,1,34,50,1,429,254911,195948
HUF,FAR,1,87,100,1,703,169812,195948
YNG,FAR,1,109,124,1,891,566425,195948
BMI,FAR,1,109,124,1,594,165571,195948
IAD,FAR,1,148,148,1,1121,10755872,195948
GFK,FAR,2,74,84,2,74,97261,195948
MSP,FAR,103,164403,239135,2740,223,3237612,195948
FSD,FAR,2,56,100,2,230,233503,195948
SGF,FAR,1,108,148,1,690,426125,195948
HLN,FAR,1,42,50,1,719,72444,195948
MWA,FAR,1,126,173,1,747,64605,195948
MOT,FAR,2,224,400,3,228,63504,195948
ATL,FAR,3,295,354,3,1123,5385586,195948
ORD,FAR,17,43793,65060,1298,557,19031272,195948
DTW,FAR,1,113,125,1,739,8847562,195948
RAP,FAR,1,47,50,1,362,122697,195948
LAS,FAR,13,20212,21912,146,1205,1879093,195948
MKE,FAR,1,47,50,1,516,1550451,195948
BNA,FAR,1,111,124,1,910,1556368,195948
SAN,FAR,1,144,148,1,1452,3019274,195948
SNA,FAR,2,209,248,2,1431,12768395,195948
STL,FAR,1,46,50,1,652,2818688,195948
PHX,FAR,1,148,148,1,1225,4287323,195948
BIL,FAR,1,100,100,1,565,152320,195948
AZA,FAR,12,17371,19050,127,1220,4287323,195948
BIS,FAR,1,59,150,1,187,104629,195948
LAR,FAR,1,115,124,1,586,33099,195948
SFB,FAR,2,1449,1800,12,1507,2060968,195948
MCO,FAR,1,148,148,1,1525,2060968,195948
LBB,FAR,1,50,50,1,951,271582,195948
IAH,FAR,1,114,114,1,1171,5726705,195948
MSN,FAR,1,147,148,1,449,562065,195948
BDL,FAR,1,106,124,1,1237,1191170,195948
MSP,FNT,17,14518,20828,346,491,3237612,428859
GRR,FNT,2,68,94,2,91,776505,428859
CLE,FNT,15,18724,34684,935,145,2094051,428859
BWI,FNT,1,42,50,1,452,2677712,428859
LGA,FNT,21,6539,16389,346,530,37937002,428859
SYR,FNT,1,36,50,1,387,645016,428859
GRB,FNT,1,50,50,1,244,302322,428859
TYS,FNT,1,26,50,1,494,692210,428859
ATL,FNT,43,208300,266083,3097,644,5385586,428859
DTW,FNT,80,103542,178539,1973,56,8847562,428859
ORD,FNT,29,44218,59259,1209,223,19031272,428859
MDW,FNT,1,51,199,1,221,19031272,428859
DFW,FNT,16,9059,11560,242,1003,12602170,428859
BOS,FNT,1,114,125,1,649,9089410,428859
CWA,FNT,1,20,50,1,321,131043,428859
TPA,FNT,14,19973,24383,199,1036,2730007,428859
APN,FNT,1,20,34,1,146,29600,428859
ALB,FNT,1,45,50,1,505,854301,428859
OMA,FNT,1,49,50,1,634,839265,428859
MCO,FNT,20,43074,56969,455,1011,2060968,428859
MKG,FNT,5,1930,5200,104,127,174569,428859
BDL,FNT,2,75,88,2,569,1191170,428859
CMH,FNT,1,18,37,1,210,1779822,428859
PVD,FNT,2,64,88,2,636,1599312,428859
MDT,FNT,1,36,76,1,409,533802,428859
BHM,FNT,1,43,50,1,669,1123146,428859
CVG,FNT,1,35,50,1,275,2158643,428859
MKE,FNT,15,24097,47557,1021,211,1550451,428859
LAS,FNT,6,10361,12467,91,1733,1879093,428859
MQT,FNT,1,14,34,1,295,65462,428859
ABQ,HOB,10,830,2376,264,254,846582,59129
MAF,HOB,6,197,1152,128,79,129159,59129
CNM,HOB,9,688,2790,310,66,51774,59129
RUI,HOB,6,386,765,85,149,20925,59129
PIR,HON,13,2359,11757,613,102,19555,15946
PHX,LGU,1,106,150,3,576,4287323,124362
SJC,LGU,1,114,136,1,618,1810646,124362
LAS,LGU,1,120,150,1,432,1879093,124362
RNO,LGU,1,113,136,1,445,416657,124362
FAT,LGU,1,114,150,1,545,903133,124362
MLU,LGU,1,107,136,1,1263,172981,124362
EUG,LGU,1,126,136,1,598,348425,124362
ATL,MCN,35,9595,44260,1179,79,5385586,230735
GNV,MCN,1,74,100,2,222,259179,230735
ILM,MCN,1,31,50,1,349,348054,230735
PVD,MCN,1,37,50,1,916,1599312,230735
RDU,MCN,1,42,50,1,354,1090408,230735
CAE,MCN,1,55,160,1,170,732558,230735
JAN,MCN,1,45,50,1,376,537194,230735
GPT,MCN,1,43,50,1,357,236155,230735
AHN,MCN,1,13,171,19,88,189926,230735
ALB,MCN,1,69,70,1,877,854301,230735
MIA,MCN,1,130,142,1,517,11003504,230735
OKC,MCN,1,38,50,1,821,1207519,230735
PWM,MCN,1,56,70,1,1045,516026,230735
PNS,MIA,5,140,228,12,530,453132,11003504
BNA,MIA,12,64631,107152,724,806,1556368,11003504
MKE,MIA,3,121,266,3,1259,1550451,11003504
LAS,MIA,16,125298,142872,778,2175,1879093,11003504
LAS,OPF,1,7,13,1,2172,1879093,11003504
PIT,MIA,21,16172,19806,380,1013,2355391,11003504
CVG,MIA,72,50429,60407,1037,948,2158643,11003504
GSO,MIA,24,15417,22415,505,710,707185,11003504
STL,MIA,13,102038,136440,726,1068,2818688,11003504
CHS,MIA,1,155,188,1,490,647194,11003504
AEX,MIA,5,486,896,6,837,153451,11003504
FWA,MIA,1,149,150,1,1084,411625,11003504
MHT,MIA,2,119,145,2,1284,404074,11003504
GSP,MIA,1,29,50,1,638,630098,11003504
TPA,MIA,42,217580,312351,3943,204,2730007,11003504
TUL,MIA,1,210,355,1,1168,916037,11003504
BGR,MIA,1,265,274,1,1459,149268,11003504
OMA,MIA,1,39,50,1,1393,839265,11003504
DFW,MIA,43,482026,585545,3321,1121,12602170,11003504
BOS,MIA,29,344737,414734,2179,1258,9089410,11003504
MLU,MIA,1,154,173,1,847,172981,11003504
DAL,MIA,1,55,63,1,1110,12602170,11003504
LRD,MIA,1,74,150,1,1193,235937,11003504
EWR,MIA,93,378489,440456,2843,1086,18968501,11003504
TCM,MIA,1,77,173,1,2725,3356637,11003504
IAH,MIA,68,267846,356041,2686,964,5726705,11003504
MEM,MIA,50,53394,69961,786,860,1298529,11003504
MCO,MIA,83,416649,520867,4326,193,2060968,11003504
HOU,MIA,1,30,68,1,955,5726705,11003504
OAK,MIA,1,70,173,1,2577,4260236,11003504
ORL,MIA,1,7,14,1,200,2060968,11003504
EYW,MIA,25,80941,143023,2424,126,73298,11003504
CMH,MIA,25,16842,20548,462,990,1779822,11003504
BDL,MIA,14,40975,53980,365,1194,1191170,11003504
SEA,MIA,12,50300,56767,361,2724,6713274,11003504
RDU,MIA,21,128548,162460,1100,700,1090408,11003504
AND,MIA,1,35,50,1,617,182937,11003504
PHX,MIA,15,42609,53758,363,1972,4287323,11003504
ROA,MIA,2,302,356,2,795,298920,11003504
PHL,MIA,65,274572,327544,2192,1013,11880992,11003504
JAX,MIA,34,76312,108404,1730,334,1316528,11003504
SFO,MIA,22,194541,209974,1083,2585,8520472,11003504
IND,MIA,18,16882,19958,423,1021,1720796,11003504
OKC,MIA,1,107,148,1,1223,1207519,11003504
BWG,MIA,1,139,150,1,850,118588,11003504
FLL,MIA,31,4862,5993,38,21,5501752,11003504
PBI,MIA,24,4179,5416,31,62,5501752,11003504
COS,MIA,1,168,188,1,1679,616975,11003504
CHO,MIA,3,225,283,3,858,195012,11003504
SLC,MIA,1,40,68,1,2088,1111600,11003504
CLL,MIA,1,162,193,1,1034,207140,11003504
CLE,MIA,43,23286,27441,397,1080,2094051,11003504
BWI,MIA,34,127624,156160,928,946,2677712,11003504
CLT,MIA,84,312575,360184,3578,650,1706469,11003504
BKL,MIA,2,78,136,2,1087,2094051,11003504
CLT,OPF,1,11,13,1,642,1706469,11003504
LSE,MIA,1,135,162,1,1391,131728,11003504
JFK,MIA,78,477116,563981,2711,1090,37937002,11003504
LGA,MIA,36,527763,597533,3515,1097,37937002,11003504
RIC,MIA,19,14922,17693,364,826,1227115,11003504
SAV,MIA,12,12853,23310,360,440,334562,11003504
MSP,MIA,38,116244,136752,983,1501,3237612,11003504
LAX,MIA,52,426565,476547,2477,2342,25536790,11003504
MSY,MIA,17,107089,159088,1076,674,1168547,11003504
SAT,MIA,7,310,1220,9,1143,2030691,11003504
IAD,MIA,41,103500,128334,1103,921,10755872,11003504
MCI,MIA,11,5123,8154,68,1252,2046083,11003504
DCA,MIA,13,377577,438268,2961,920,10755872,11003504
GNV,MIA,7,2384,5617,287,295,259179,11003504
ABQ,MIA,1,72,199,1,1689,846582,11003504
SMF,MIA,1,34,68,1,2552,2101138,11003504
TCL,MIA,1,54,105,1,675,208902,11003504
LIT,MIA,1,101,150,1,941,675921,11003504
TLH,MIA,36,29195,57839,1219,403,357171,11003504
GRR,MIA,1,157,183,1,1215,776505,11003504
FAY,MIA,1,89,95,1,639,354334,11003504
XNA,MIA,12,3301,6532,142,1100,455408,11003504
ATL,MIA,91,767111,1009920,6565,595,5385586,11003504
PDK,OPF,1,10,13,1,599,5385586,11003504
DTW,MIA,39,143799,169741,1219,1145,8847562,11003504
ORD,MIA,51,592290,676440,3961,1197,19031272,11003504
MDW,MIA,9,13716,18152,133,1182,19031272,11003504
ELP,MIA,1,147,148,1,1632,738416,11003504
FAR,MOT,1,93,100,1,228,195948,63504
SLC,MOT,1,138,150,1,737,1111600,63504
MSP,MOT,38,70825,111964,1078,449,3237612,63504
BIS,MOT,2,165,275,2,105,104629,63504
BIL,MOT,1,100,240,2,382,152320,63504
BUF,OCF,1,45,64,1,969,1124055,327172
TUP,OCF,1,135,137,1,521,133063,327172
GPT,OCF,1,96,130,1,420,236155,327172
PHL,OCF,1,43,64,1,837,11880992,327172
OAK,OGD,1,97,137,1,596,4260236,530998
SJC,OGD,1,46,50,1,593,1810646,530998
RFD,HIF,1,125,250,1,1183,353381,530998
FAT,OGD,1,48,50,1,515,903133,530998
RNO,OGD,1,67,76,1,426,416657,530998
BGR,HIF,1,90,173,1,2176,149268,530998
LRU,OGD,1,28,50,1,676,201428,530998
CLE,OMA,12,17709,21693,429,729,2094051,839265
CLT,OMA,1,109,124,1,913,1706469,839265
BWI,OMA,6,561,828,6,1025,2677712,839265
TYS,OMA,1,44,50,1,747,692210,839265
PDX,OMA,3,254,327,3,1369,2203745,839265
ALO,OMA,1,29,50,1,200,163659,839265
LGA,OMA,1,21,37,1,1148,37937002,839265
SJC,OMA,1,103,137,1,1415,1810646,839265
MSP,OMA,99,161612,199739,2406,282,3237612,839265
FSD,OMA,3,188,224,3,163,233503,839265
LAX,OMA,7,1068,1277,11,1330,25536790,839265
SAT,OMA,3,221,230,3,824,2030691,839265
MSY,OMA,1,57,160,1,841,1168547,839265
GRI,OMA,5,1434,4484,236,128,70400,839265
TLH,OMA,1,62,137,1,990,357171,839265
SUX,OMA,4,249,363,4,80,142764,839265
MCI,OMA,14,3316,5848,245,152,2046083,839265
DCA,OMA,12,40035,56511,648,1012,10755872,839265
IAD,OMA,9,1436,1753,12,988,10755872,839265
ABQ,OMA,1,103,137,1,725,846582,839265
BTR,OMA,1,51,137,1,788,779340,839265
IND,OMA,3,260,309,3,517,1720796,839265
PHL,OMA,5,494,649,5,1088,11880992,839265
SFO,OMA,2,202,335,2,1433,8520472,839265
ACY,OMA,1,116,122,1,1129,270609,839265
SLC,OMA,18,26659,30996,611,839,1111600,839265
DFW,OMA,14,181933,237762,1705,583,12602170,839265
DAL,OMA,6,392,633,6,585,12602170,839265
MWA,OMA,1,37,50,1,441,64605,839265
MIA,OMA,1,39,50,1,1393,11003504,839265
TUL,OMA,3,195,230,3,352,916037,839265
AUS,OMA,2,74,100,2,772,1654100,839265
RNO,OMA,2,248,280,2,1262,416657,839265
TPA,OMA,1,21,137,1,1190,2730007,839265
CAK,OMA,1,56,137,1,754,699954,839265
ALB,OMA,1,52,68,1,1138,854301,839265
ACT,OMA,1,165,173,1,672,230849,839265
EWR,OMA,17,37260,51168,1014,1133,18968501,839265
TUS,OMA,10,6837,11427,225,1046,1009832,839265
CWA,OMA,2,100,100,2,396,131043,839265
PIA,OMA,1,45,50,1,327,372638,839265
MKE,OMA,30,55637,89302,1357,426,1550451,839265
SAN,OMA,10,12594,16375,325,1313,3019274,839265
LAS,OMA,30,114197,148817,1087,1099,1879093,839265
BNA,OMA,3,113,396,3,612,1556368,839265
SNA,OMA,2,261,312,2,1312,12768395,839265
STL,OMA,38,106017,138397,1043,342,2818688,839265
DSM,OMA,10,569,761,10,117,554101,839265
CVG,OMA,37,40720,50117,1001,614,2158643,839265
AEX,OMA,1,55,150,1,712,153451,839265
LUK,OMA,1,45,68,1,625,2158643,839265
MDT,OMA,1,80,100,2,1005,533802,839265
LRU,OMA,1,100,100,2,870,201428,839265
IAH,OMA,45,106503,128059,2072,781,5726705,839265
ORD,OMA,120,270287,340761,4275,416,19031272,839265
DTW,OMA,24,63551,70368,1362,651,8847562,839265
MDW,OMA,36,195792,275741,2029,423,19031272,839265
ELP,OMA,1,50,50,1,875,738416,839265
ATL,OMA,33,78223,89231,1729,821,5385586,839265
BDL,OMA,1,124,137,1,1199,1191170,839265
PHX,OMA,78,196058,261158,2062,1037,4287323,839265
ICT,OMA,5,390,466,6,265,603205,839265
RDU,OMA,3,125,311,3,997,1090408,839265
ATW,OMA,1,20,88,1,427,219780,839265
SEA,OMA,3,414,499,4,1368,6713274,839265
ROA,OMA,1,135,173,1,894,298920,839265
LNK,OMA,5,400,452,5,55,294665,839265
OAK,OMA,3,274,411,3,1422,4260236,839265
MEM,OMA,42,65308,76772,1077,538,1298529,839265
MCO,OMA,4,1003,1370,10,1210,2060968,839265
MSN,OMA,2,99,124,2,359,562065,839265
HOU,OMA,2,185,274,2,804,5726705,839265
JAN,OMA,1,10,137,1,699,537194,839265
SAN,PVU,1,119,136,1,599,3019274,539754
LAS,PVU,1,83,130,1,341,1879093,539754
STL,PVU,1,68,137,1,1144,2818688,539754
SGF,PVU,1,43,50,1,1010,426125,539754
OKC,PVU,1,26,50,1,840,1207519,539754
ORD,PVU,1,140,150,1,1245,19031272,539754
LRD,PVU,1,67,68,1,1117,235937,539754
SEA,PVU,1,128,136,1,726,6713274,539754
LAR,PVU,1,124,136,1,326,33099,539754
SLC,SLE,10,14939,24250,485,628,1111600,390561
SAF,SLE,1,14,50,1,1097,145362,390561
RDM,SLE,1,84,150,1,102,157730,390561
EUG,SLE,3,375,750,5,56,348425,390561
MSP,TPA,40,153109,175725,1031,1307,3237612,2730007
LAX,TPA,16,69153,81731,516,2158,25536790,2730007
SAT,TPA,25,33658,50173,367,972,2030691,2730007
MSY,TPA,37,117633,149429,1095,487,1168547,2730007
IND,TPA,62,146873,199248,1639,838,1720796,2730007
TLH,TPA,28,24505,65538,2162,200,357171,2730007
CID,TPA,5,1069,1232,6,1090,254911,2730007
DCA,TPA,48,159036,202194,1611,814,10755872,2730007
MCI,TPA,25,68722,95002,693,1048,2046083,2730007
IAD,TPA,42,197106,257595,1738,810,10755872,2730007
GNV,TPA,7,1163,2963,143,119,259179,2730007
ILG,TPA,1,40,162,1,899,5940496,2730007
SBN,TPA,1,35,50,1,970,318129,2730007
LIT,TPA,1,134,137,1,737,675921,2730007
BTR,TPA,2,113,294,3,549,779340,2730007
ABQ,TPA,19,39741,50416,368,1497,846582,2730007
