Origin_airport,Destination_airport,Numtimes,Passengers,Seats,Flights,Distance,Origin_population,Destination_population
DTW,ERI,29,30591,53308,1564,163,8944948,278114
BUF,ERI,1,18,30,1,95,1151490,278114
ORD,ERI,1,43,100,1,398,17529224,278114
ACY,ERI,7,925,1265,11,345,237988,278114
PWM,ERI,1,47,100,1,513,465099,278114
ABE,ERI,1,90,100,1,265,714749,278114
SYR,ERI,1,96,100,1,220,652649,278114
CLE,ERI,19,14884,24275,1273,98,2121415,278114
MDT,ERI,1,29,30,1,221,499340,278114
BGM,ERI,2,163,200,2,216,248959,278114
PIT,ERI,54,100611,169907,1387,109,2418452,278114
RAP,GYY,1,120,124,1,811,108937,8764612
EKO,GYY,3,271,372,3,1473,48011,8764612
OMA,GYY,1,123,124,1,440,742096,8764612
SLC,GYY,5,703,744,6,1277,906185,8764612
GJT,GYY,1,122,124,1,1124,112899,8764612
BFF,GYY,2,239,248,2,836,36892,8764612
HNL,ITO,36,656028,1120751,8556,216,871768,141805
OGG,ITO,34,87415,196398,1487,121,120624,141805
SLC,RNO,68,203517,271899,1929,422,906185,315959
SFO,RNO,28,204074,296730,2363,192,7996466,315959
PHL,RNO,1,119,144,1,2348,11020546,315959
COS,RNO,12,15718,30074,221,809,510597,315959
LAX,RNO,60,264245,434331,3203,390,23895178,315959
MSP,RNO,25,72151,100942,675,1406,2830434,315959
FSD,RNO,2,288,298,2,1222,175077,315959
SAT,RNO,1,6,150,1,1391,1650418,315959
IAD,RNO,1,188,206,1,2249,9079986,315959
MCI,RNO,3,296,419,3,1336,1795891,315959
ORD,RNO,31,111847,157164,1127,1671,17529224,315959
ATL,RNO,15,10718,18728,130,1993,3872031,315959
MDW,RNO,1,144,218,1,1680,17529224,315959
DTW,RNO,23,73567,100735,732,1903,8944948,315959
IAH,RNO,2,1628,2198,17,1530,4445918,315959
SNA,RNO,36,94702,153148,1065,415,11947589,315959
LAS,RNO,81,559633,798704,5910,345,1161259,315959
SAN,RNO,30,91021,144171,1076,488,2766123,315959
STL,RNO,12,77628,113194,806,1574,2655631,315959
CVG,RNO,1,128,130,1,1870,1978593,315959
SMF,RNO,15,1837,2719,19,113,1707530,315959
OMA,RNO,4,1643,1937,13,1262,742096,315959
AUS,RNO,1,122,133,1,1399,1104612,315959
EKO,RNO,1,115,124,1,230,48011,315959
BGR,RNO,1,124,362,1,2599,144431,315959
DFW,RNO,26,151921,208040,1441,1345,9475022,315959
NFL,RNO,1,90,149,1,57,23147,315959
FAT,RNO,19,31231,77134,537,188,755051,315959
EWR,RNO,1,188,188,1,2390,17341505,315959
TUS,RNO,1,136,137,1,710,790333,315959
PDX,RNO,78,249889,410814,2966,444,1829786,315959
SJC,RNO,65,216090,419107,3042,188,1690832,315959
JFK,RNO,1,125,168,1,2411,34683010,315959
ANC,RNO,6,6918,11131,80,1973,311411,315959
SEA,RNO,71,405094,563030,4099,564,5831556,315959
PHX,RNO,51,236792,340603,2483,601,2930726,315959
AMA,RNO,1,129,150,1,1034,215931,315959
GEG,RNO,3,212,390,3,572,408221,315959
OAK,RNO,49,187016,356539,2630,180,3998233,315959
IAH,ACT,25,8364,18901,970,159,4445918,203214
TUL,ACT,1,20,64,1,325,831724,203214
EKO,ACT,7,765,868,7,1212,48011,203214
DFW,ACT,13,40153,76998,2262,89,9475022,203214
LAW,ACT,1,28,34,1,215,108143,203214
ILE,ACT,6,111,361,19,45,314727,203214
MEM,ACT,1,41,68,2,482,1156598,203214
JAN,ACT,2,49,68,2,423,483863,203214
MAF,ACT,1,63,68,2,294,119120,203214
LBB,ACT,1,34,34,1,303,235445,203214
BPT,ACT,1,19,34,1,222,375135,203214
AMA,ACT,1,63,64,1,360,215931,203214
FYV,ACT,1,25,30,1,350,312116,203214
BTR,ACT,3,91,102,3,368,673407,203214
ABQ,ACT,1,124,124,1,591,692551,203214
LIT,ACT,1,49,64,1,361,579683,203214
SHV,ACT,1,30,34,1,208,359802,203214
CLL,ACT,1,8,30,1,87,164092,203214
SLC,ACT,4,454,496,4,1036,906185,203214
CRP,ACT,1,41,64,1,265,409279,203214
PHL,ACT,1,87,150,1,1355,11020546,203214
SYR,CAK,3,48,160,3,314,652649,687989
ABE,CAK,2,26,38,2,315,714749,687989
LGA,CAK,1,11,50,1,396,34683010,687989
AVP,CAK,1,81,108,1,300,552211,687989
CLE,CAK,44,24941,52371,2304,40,2121415,687989
CLT,CAK,2,195,270,2,394,1223835,687989
PIT,CAK,42,65354,106008,1029,70,2418452,687989
RAP,CAK,1,124,124,1,1122,108937,687989
GSO,CAK,3,73,120,4,342,599064,687989
ROC,CAK,2,19,60,2,247,1020109,687989
LAS,CAK,1,96,126,1,1846,1161259,687989
PHL,CAK,2,88,208,2,335,11020546,687989
MCO,CAK,16,20724,32320,269,860,1502837,687989
BDL,CAK,2,215,241,2,460,1109081,687989
ATL,CAK,18,78698,132825,1231,528,3872031,687989
ORD,CAK,13,20564,42835,668,344,17529224,687989
BUF,CAK,2,31,138,2,198,1151490,687989
DTW,CAK,29,25311,42604,1243,133,8944948,687989
LAX,CAK,1,120,128,1,2073,23895178,687989
MSP,CAK,1,45,50,1,657,2830434,687989
YNG,CAK,39,18620,63082,1258,47,603407,687989
SBN,CAK,3,160,180,3,259,308160,687989
MCI,CAK,1,27,50,1,712,1795891,687989
GRR,CAK,1,11,30,1,250,711725,687989
IND,CAK,1,94,97,1,269,1438091,687989
TOL,CAK,5,116,578,17,131,651021,687989
OMA,CAK,5,575,620,5,754,742096,687989
ALB,CAK,3,71,90,3,414,819851,687989
BOS,CAK,1,49,141,1,549,8506878,687989
GTF,BTM,2,80,248,2,119,78558,34540
SEA,BTM,13,8584,15172,340,477,5831556,34540
BZN,BTM,4,3772,12558,182,65,62561,34540
EKO,BTM,8,938,1116,9,391,48011,34540
HLN,BTM,9,5663,18167,491,51,63705,34540
EKO,FAR,3,291,372,3,1033,48011,168410
EWR,FAR,1,17,148,1,1206,17341505,168410
MDW,FAR,2,288,298,2,571,17529224,168410
ATL,FAR,2,130,235,2,1123,3872031,168410
RAP,FAR,3,358,372,3,362,108937,168410
SNA,FAR,1,56,150,1,1431,11947589,168410
HNL,FAR,1,274,281,1,3807,871768,168410
MEM,FAR,1,16,78,1,893,1156598,168410
SEA,FAR,4,735,951,4,1196,5831556,168410
BIS,FAR,1,29,100,1,187,91513,168410
MSP,FAR,108,175620,274893,2926,223,2830434,168410
MSY,FAR,1,154,167,1,1219,1285396,168410
FSD,FAR,1,106,125,1,230,175077,168410
IND,FAR,1,118,150,1,726,1438091,168410
GFK,FAR,2,120,300,3,74,97862,168410
DCA,FAR,1,47,150,1,1143,9079986,168410
GTF,FAR,2,244,249,2,685,78558,168410
SFO,FAR,2,377,440,2,1450,7996466,168410
PHL,FAR,1,138,150,1,1185,11020546,168410
ANC,FAR,1,162,190,1,2297,311411,168410
LGA,FAR,1,51,100,1,1217,34683010,168410
CLE,FAR,1,77,78,1,833,2121415,168410
TPA,FNT,1,139,149,1,1036,2254405,435691
EWR,FNT,3,1687,4446,28,518,17341505,435691
CWA,FNT,1,14,34,1,321,123082,435691
PHL,FNT,1,56,100,1,490,11020546,435691
ATW,FNT,2,12,68,2,256,194863,435691
MBS,FNT,1,6,19,1,43,210032,435691
ROA,FNT,1,9,34,1,437,277424,435691
LAN,FNT,1,28,34,1,45,450303,435691
ROC,FNT,1,22,34,1,307,1020109,435691
MQT,FNT,1,36,37,1,310,62585,435691
EVV,FNT,1,21,34,1,394,335926,435691
DSM,FNT,1,63,69,1,518,462181,435691
PVD,FNT,1,36,110,1,636,1504679,435691
DTW,FNT,76,124479,202703,3194,56,8944948,435691
ORD,FNT,1,115,150,1,223,17529224,435691
ATL,FNT,12,56533,112159,1050,644,3872031,435691
MDW,FNT,3,1107,3633,23,221,17529224,435691
DCA,FNT,1,92,100,1,451,9079986,435691
MSP,FNT,4,4003,9001,130,491,2830434,435691
CLE,FNT,16,11493,19693,1033,145,2121415,435691
AZO,FNT,1,14,34,1,105,305264,435691
MEI,MCN,1,21,30,1,299,104919,219339
FLO,MCN,1,47,60,2,249,191016,219339
GTR,MCN,1,14,30,1,291,61045,219339
ROA,MCN,1,28,30,1,381,277424,219339
ABY,MCN,6,81,210,7,86,155001,219339
DHN,MCN,2,18,96,2,142,126286,219339
BQK,MCN,3,56,90,3,162,90733,219339
AVL,MCN,1,27,30,1,199,345931,219339
VLD,MCN,6,123,300,10,134,110312,219339
LEX,MCN,1,23,30,1,372,383065,219339
LYH,MCN,4,60,120,4,407,220805,219339
MGM,MCN,1,47,66,1,162,334554,219339
OAJ,MCN,6,130,210,7,377,143376,219339
MYR,MCN,2,70,130,3,282,174555,219339
ATL,MCN,37,28678,89594,2284,79,3872031,219339
PFN,MCN,1,61,66,1,209,146730,219339
ILM,MCN,5,99,180,6,349,257649,219339
CHA,MCN,1,49,66,1,184,460100,219339
GNV,MCN,3,137,192,4,223,212040,219339
JAX,MIA,36,66955,96328,2563,334,1064764,9383038
MYR,MIA,1,38,126,1,549,174555,9383038
SFO,MIA,29,207444,309083,1450,2585,7996466,9383038
PHL,MIA,67,241285,327795,2348,1013,11020546,9383038
OKC,MIA,1,155,188,1,1223,1052642,9383038
FLL,MIA,38,7871,23898,158,21,4691519,9383038
PBI,MIA,47,32837,51651,1330,62,4691519,9383038
JFK,MIA,181,682277,925549,4144,1090,34683010,9383038
LGA,MIA,62,448316,578373,3600,1097,34683010,9383038
LAS,MIA,14,40638,53798,359,2175,1161259,9383038
CLE,MIA,35,67016,94713,736,1080,2121415,9383038
BWI,MIA,37,109347,144982,1146,946,2480971,9383038
CLT,MIA,47,211633,255896,1976,651,1223835,9383038
IAD,MIA,38,88496,141365,732,921,9079986,9383038
BTR,MIA,1,48,149,1,738,673407,9383038
DCA,MIA,43,323035,532890,3687,920,9079986,9383038
LAX,MIA,66,324197,437098,2162,2342,23895178,9383038
MSP,MIA,31,96523,140526,887,1501,2830434,9383038
MSY,MIA,20,104496,161529,1076,674,1285396,9383038
ATL,MIA,132,797366,1232621,6848,595,3872031,9383038
ORD,MIA,116,654827,932481,5132,1197,17529224,9383038
MDW,MIA,5,7035,11033,72,1182,17529224,9383038
DTW,MIA,75,230934,332362,2220,1145,8944948,9383038
IAH,MIA,73,291681,463893,3365,964,4445918,9383038
EYW,MIA,29,89039,119960,3425,126,80853,9383038
BDL,MIA,14,44824,52082,362,1194,1109081,9383038
NQX,MIA,4,683,1088,7,121,80853,9383038
SEA,MIA,19,50952,71064,363,2724,5831556,9383038
PHX,MIA,14,32199,54120,361,1972,2930726,9383038
CMH,MIA,6,9212,16480,133,990,1544395,9383038
RDU,MIA,20,72454,107834,727,700,721489,9383038
MCO,MIA,156,368230,692520,6206,193,1502837,9383038
MEM,MIA,40,62707,84485,743,860,1156598,9383038
PIT,MIA,39,84401,118713,869,1013,2418452,9383038
CVG,MIA,28,115861,173044,1069,948,1978593,9383038
GSO,MIA,2,183,269,2,710,599064,9383038
BHM,MIA,1,178,206,1,661,1036121,9383038
CHS,MIA,1,100,150,1,490,542232,9383038
BNA,MIA,18,39172,53274,367,806,1229700,9383038
STL,MIA,31,128918,197543,1386,1068,2655631,9383038
DFW,MIA,69,520438,743820,4287,1121,9475022,9383038
APF,MIA,15,35833,50980,1498,96,199775,9383038
EWR,MIA,130,429224,585401,3749,1086,17341505,9383038
TPA,MIA,51,141460,199975,4919,204,2254405,9383038
BOS,MIA,51,259650,330861,1455,1258,8506878,9383038
AUS,MIA,13,21769,49900,359,1107,1104612,9383038
TUL,MIA,1,103,139,1,1168,831724,9383038
BGR,MIA,1,213,471,1,1459,144431,9383038
MSP,MOT,43,68374,101111,1019,449,2830434,67425
SLC,MOT,2,218,248,2,737,906185,67425
BIL,MOT,1,37,100,1,382,135639,67425
EKO,MOT,3,336,372,3,879,48011,67425
CAK,OMA,7,820,868,7,754,687989,742096
BOS,OMA,4,478,597,4,1282,8506878,742096
EKO,OMA,9,2508,2852,23,1037,48011,742096
RNO,OMA,2,404,422,3,1262,315959,742096
GYY,OMA,2,238,248,2,440,8764612,742096
EWR,OMA,25,9166,18629,264,1133,17341505,742096
PIA,OMA,2,246,248,2,327,365232,742096
DFW,OMA,12,113358,151656,1092,583,9475022,742096
DAY,OMA,3,353,372,3,621,859406,742096
CVG,OMA,6,1986,2368,16,614,1978593,742096
DSM,OMA,2,103,256,2,117,462181,742096
STL,OMA,85,265686,377053,2762,342,2655631,742096
LAS,OMA,35,105419,125115,922,1099,1161259,742096
MKE,OMA,27,40235,71044,944,426,1459602,742096
SAN,OMA,2,293,404,3,1313,2766123,742096
SNA,OMA,1,149,150,1,1312,11947589,742096
PVD,OMA,4,304,625,5,1265,1504679,742096
SMF,OMA,2,248,289,2,1370,1707530,742096
DTW,OMA,5,1816,2127,14,651,8944948,742096
ORD,OMA,64,233033,317158,2086,416,17529224,742096
ATL,OMA,19,113070,159864,1074,821,3872031,742096
MDW,OMA,41,200241,278077,2099,423,17529224,742096
HOU,OMA,5,177,633,5,804,4445918,742096
IAH,OMA,25,34180,42134,364,781,4445918,742096
BDL,OMA,2,289,378,3,1199,1109081,742096
MEM,OMA,28,23745,34428,340,538,1156598,742096
LNK,OMA,8,562,1201,23,55,251921,742096
MCO,OMA,4,1902,4865,41,1210,1502837,742096
OAK,OMA,2,228,273,2,1422,3998233,742096
MAF,OMA,1,74,103,1,734,119120,742096
PHX,OMA,45,201639,243826,1823,1037,2930726,742096
ICT,OMA,2,162,242,2,265,571047,742096
SLC,OMA,11,28038,45562,307,839,906185,742096
PHL,OMA,2,614,1020,7,1088,11020546,742096
SFO,OMA,5,862,968,5,1433,7996466,742096
OKC,OMA,1,23,137,1,418,1052642,742096
COS,OMA,1,408,426,3,498,510597,742096
CLE,OMA,12,1648,1883,15,729,2121415,742096
BWI,OMA,4,580,610,4,1025,2480971,742096
CMI,OMA,2,206,248,2,409,200333,742096
LGA,OMA,2,423,432,3,1148,34683010,742096
SJC,OMA,2,243,286,2,1415,1690832,742096
PDX,OMA,2,329,339,2,1369,1829786,742096
JFK,OMA,2,288,333,2,1155,34683010,742096
IND,OMA,5,532,618,5,517,1438091,742096
DCA,OMA,17,29278,52044,623,1012,9079986,742096
SBN,OMA,1,103,124,1,497,308160,742096
MCI,OMA,23,6152,25164,281,152,1795891,742096
BMI,OMA,17,12276,34409,311,369,143366,742096
IAD,OMA,3,492,540,4,988,9079986,742096
ABQ,OMA,1,135,149,1,725,692551,742096
MSP,OMA,104,165111,249324,2521,282,2830434,742096
LAX,OMA,15,35662,51383,611,1330,23895178,742096
FSD,OMA,2,33,137,2,163,175077,742096
BFF,OMA,1,121,124,1,401,36892,742096
MSY,OMA,1,96,100,1,841,1285396,742096
FLL,TPA,52,372693,539350,4074,197,4691519,2254405
PBI,TPA,17,11901,66142,364,174,4691519,2254405
JAX,TPA,46,47516,79925,634,180,1064764,2254405
PHL,TPA,51,252024,334119,2560,920,11020546,2254405
ACY,TPA,12,34889,43686,356,914,237988,2254405
SLC,TPA,1,14,149,1,1887,906185,2254405
OKC,TPA,1,130,140,1,1023,1052642,2254405
ORD,TPA,58,309444,405115,2633,1012,17529224,2254405
ATL,TPA,110,916140,1198586,5887,406,3872031,2254405
BUF,TPA,8,1479,2237,16,1054,1151490,2254405
MDW,TPA,4,269,590,4,997,17529224,2254405
DTW,TPA,63,291059,372506,2338,983,8944948,2254405
DET,TPA,1,232,292,2,995,8944948,2254405
IAH,TPA,52,228356,291031,2089,787,4445918,2254405
HOU,TPA,4,349,1340,10,781,4445918,2254405
MEM,TPA,56,116611,149987,1011,656,1156598,2254405
MCO,TPA,51,37765,94837,786,80,1502837,2254405
LBB,TPA,1,56,137,1,1210,235445,2254405
BDL,TPA,19,51993,63329,498,1111,1109081,2254405
CMH,TPA,51,89551,148184,1187,829,1544395,2254405
RDU,TPA,27,81410,118454,1078,587,721489,2254405
PHX,TPA,2,179,503,2,1788,2930726,2254405
CAE,TPA,1,119,119,1,420,612073,2254405
MIA,TPA,48,140942,200432,4940,204,9383038,2254405
BOS,TPA,37,168779,209339,1789,1185,8506878,2254405
AUS,TPA,1,20,149,1,930,1104612,2254405
EWR,TPA,55,267253,339316,2364,998,17341505,2254405
DFW,TPA,54,353742,423101,2896,929,9475022,2254405
DAL,TPA,3,496,548,4,917,9475022,2254405
BHM,TPA,34,76442,99653,731,460,1036121,2254405
CVG,TPA,32,175463,220548,1449,773,1978593,2254405
GSO,TPA,12,6866,25242,209,580,599064,2254405
MKE,TPA,8,7433,10662,127,1075,1459602,2254405
BNA,TPA,38,107891,160712,1237,612,1229700,2254405
STL,TPA,80,220460,304328,2251,869,2655631,2254405
PNS,TPA,2,235,277,2,330,401776,2254405
LAS,TPA,14,41760,54409,361,1984,1161259,2254405
PVD,TPA,22,38443,49829,365,1137,1504679,2254405
PIT,TPA,57,225598,267791,1869,873,2418452,2254405
IND,TPA,43,29598,47888,384,838,1438091,2254405
ABQ,TPA,14,36166,49153,359,1497,692551,2254405
DCA,TPA,42,127087,149157,1160,814,9079986,2254405
IAD,TPA,27,66554,94189,678,810,9079986,2254405
MCI,TPA,1,52,149,1,1048,1795891,2254405
ILM,TPA,1,6,110,1,513,257649,2254405
MSP,TPA,35,118028,157909,947,1307,2830434,2254405
MSY,TPA,48,188069,278453,2080,487,1285396,2254405
LAX,TPA,28,116075,177369,1041,2158,23895178,2254405
SAT,TPA,1,143,149,1,972,1650418,2254405
BWI,TPA,66,226312,294536,2459,842,2480971,2254405
CLT,TPA,56,273997,321363,2367,508,1223835,2254405
CLE,TPA,43,94041,116977,923,927,2121415,2254405
TYS,TPA,1,124,149,1,547,602012,2254405
LGA,TPA,49,204284,253878,1830,1011,34683010,2254405
JFK,TPA,33,115899,153413,1083,1005,34683010,2254405
SAV,TPA,1,119,141,1,297,285257,2254405
RIC,TPA,1,111,144,1,723,1046355,2254405
MCO,TUL,2,1643,2024,5,1005,1502837,831724
PHX,TUL,30,118503,146024,1071,935,2930726,831724
ICT,TUL,2,194,223,2,132,571047,831724
SEA,TUL,1,128,139,1,1558,5831556,831724
MTJ,TUL,1,126,126,1,679,30790,831724
BOS,TUL,1,130,139,1,1394,8506878,831724
AUS,TUL,2,205,254,2,420,1104612,831724
EWR,TUL,4,400,638,5,1215,17341505,831724
TUS,TUL,2,251,288,2,906,790333,831724
DFW,TUL,62,317306,440127,8262,237,9475022,831724
DAL,TUL,36,250231,391880,2965,237,9475022,831724
ORD,TUL,41,127379,188332,1439,585,17529224,831724
MDW,TUL,6,533,1016,8,583,17529224,831724
ATL,TUL,21,139096,213975,1436,674,3872031,831724
DTW,TUL,7,216,1372,11,790,8944948,831724
IAH,TUL,52,125570,177876,1649,429,4445918,831724
HOU,TUL,37,119805,215418,1629,453,4445918,831724
MCI,TUL,36,108280,174799,1322,223,1795891,831724
LIT,TUL,2,177,261,2,230,579683,831724
ABQ,TUL,3,273,404,3,608,692551,831724
DCA,TUL,1,136,139,1,1050,9079986,831724
FYV,TUL,1,12,64,1,97,312116,831724
MSP,TUL,5,339,519,5,616,2830434,831724
MSY,TUL,2,39,274,2,538,1285396,831724
LAX,TUL,2,303,329,2,1283,23895178,831724
SAT,TUL,4,334,483,4,483,1650418,831724
LAS,TUL,10,3451,5602,41,1076,1161259,831724
BWI,TUL,2,241,287,2,1071,2480971,831724
PDX,TUL,1,96,139,1,1532,1829786,831724
PIT,TUL,1,69,103,1,899,2418452,831724
STL,TUL,100,258802,425763,3432,351,2655631,831724
BNA,TUL,5,682,779,6,515,1229700,831724
SAN,TUL,1,102,137,1,1236,2766123,831724
CVG,TUL,3,610,728,4,646,1978593,831724
COS,TUL,1,118,130,1,517,510597,831724
OKC,TUL,17,43696,105494,710,111,1052642,831724
SLC,TUL,22,31059,55595,374,926,906185,831724
BPT,TYR,2,29,68,2,185,375135,168070
GGG,TYR,1,16,34,1,40,194512,168070
TUL,TYR,2,39,68,2,266,831724,168070
DFW,TYR,10,45921,89760,2640,103,9475022,168070
LFT,TYR,1,31,68,2,250,233598,168070
AEX,TYR,1,18,34,1,182,145426,168070
FSM,TYR,1,29,34,1,214,257198,168070
CLL,TYR,1,18,34,1,134,164092,168070
IAH,TYR,29,11626,28296,1432,163,4445918,168070
HOU,TYR,1,34,64,1,187,4445918,168070
SGF,TYR,2,75,102,3,356,345603,168070
FYV,TYR,2,60,68,2,261,312116,168070
XNA,TYR,2,70,84,2,278,312116,168070
BTR,TYR,2,30,68,2,281,673407,168070
SHV,TYR,2,28,60,2,92,359802,168070
DHN,ABY,1,24,66,1,75,126286,155001
ATL,ABY,15,40323,70396,2344,146,3872031,155001
MYR,ABY,1,44,50,1,341,174555,155001
VLD,ABY,1,18,30,1,75,110312,155001
MSP,ALB,2,126,207,3,979,2830434,819851
DCA,ALB,46,76560,121921,1010,318,9079986,819851
MCI,ALB,1,46,108,1,1116,1795891,819851
ABE,ALB,1,44,107,1,167,714749,819851
JFK,ALB,31,39807,85628,2454,145,34683010,819851
SYR,ALB,7,291,757,8,119,652649,819851
PWM,ALB,13,19265,73097,491,187,465099,819851
CLT,ALB,14,38331,51426,364,645,1223835,819851
CLE,ALB,16,15843,26951,897,424,2121415,819851
BWI,ALB,5,725,1522,11,288,2480971,819851
PHL,ALB,60,127977,212392,1799,212,11020546,819851
JAX,ALB,3,21,702,5,951,1064764,819851
BDL,ALB,5,335,542,5,80,1109081,819851
SEA,ALB,1,118,128,1,2355,5831556,819851
MCO,ALB,24,45228,68379,574,1073,1502837,819851
BGR,ALB,2,230,292,2,287,144431,819851
TPA,ALB,1,118,119,1,1130,2254405,819851
BOS,ALB,3,346,414,3,145,8506878,819851
EWR,ALB,13,47569,84156,1829,143,17341505,819851
DFW,ALB,1,59,139,1,1435,9475022,819851
ELM,ALB,1,47,126,1,163,92207,819851
DTW,ALB,46,77975,138720,1243,488,8944948,819851
ATL,ALB,21,116176,160515,1078,852,3872031,819851
ORD,ALB,60,174108,273319,2149,723,17529224,819851
BUF,ALB,8,338,679,10,251,1151490,819851
CVG,ALB,21,73242,144261,1059,623,1978593,819851
BTV,ALB,1,45,46,1,124,192689,819851
MDT,ALB,1,86,144,1,234,499340,819851
GSO,ALB,1,60,144,1,564,599064,819851
ROC,ALB,7,298,654,7,198,1020109,819851
LEX,ALB,1,17,100,1,655,383065,819851
PIT,ALB,56,103715,170451,1440,367,2418452,819851
DTW,APN,7,5479,10404,306,198,8944948,30475
SFO,AUS,26,29344,40959,366,1499,7996466,1104612
OKC,AUS,4,324,465,4,351,1052642,1104612
SLC,AUS,16,1701,2522,18,1079,906185,1104612
CRP,AUS,3,108,332,3,175,409279,1104612
PHL,AUS,3,296,393,3,1428,11020546,1104612
JAX,AUS,1,64,97,1,956,1064764,1104612
FLL,AUS,3,357,428,3,1108,4691519,1104612
PBI,AUS,1,19,142,1,1099,4691519,1104612
COS,AUS,2,151,284,2,709,510597,1104612
IAD,AUS,24,21714,35107,320,1294,9079986,1104612
BRO,AUS,1,55,100,1,303,324046,1104612
ABQ,AUS,7,815,847,7,613,692551,1104612
MCI,AUS,2,207,242,2,643,1795891,1104612
SHV,AUS,2,191,292,2,273,359802,1104612
DCA,AUS,3,577,684,5,1313,9079986,1104612
