Origin_airport,Destination_airport,Numtimes,Passengers,Seats,Flights,Distance,Origin_population,Destination_population
DFW,ELP,59,331830,517723,4291,551,9475022,694603
DAL,ELP,36,154125,265848,2019,562,9475022,694603
LAX,ELP,38,162021,282717,2089,714,23895178,694603
SAT,ELP,36,134847,181876,1373,496,1650418,694603
MSP,ELP,1,88,97,1,1148,2830434,694603
MSY,ELP,1,7,122,1,965,1285396,694603
ABQ,ELP,73,154731,370616,2862,223,692551,694603
MCI,ELP,1,72,137,1,834,1795891,694603
LBB,ELP,37,36725,92803,714,295,235445,694603
MAF,ELP,31,28824,45216,346,246,119120,694603
MCO,ELP,1,122,137,1,1515,1502837,694603
OAK,ELP,3,48,670,5,987,3998233,694603
PHX,ELP,72,340059,634086,4871,347,2930726,694603
ROW,ELP,1,95,149,1,149,62618,694603
HNL,ELP,1,238,282,1,3241,871768,694603
SAN,ELP,24,66678,100851,738,636,2766123,694603
SNA,ELP,1,76,150,1,681,11947589,694603
IAH,EFD,31,43373,105490,2825,28,4445918,4445918
IAH,HOU,38,18572,44148,2057,24,4445918,4445918
HOU,IAH,48,20435,45123,2062,24,4445918,4445918
EFD,IAH,41,49726,106881,2835,28,4445918,4445918
ELP,HOU,34,147260,195545,1435,677,694603,4445918
DTW,IAH,68,141706,185049,1670,1076,8944948,4445918
ELP,IAH,38,100101,152107,1451,667,694603,4445918
DTW,HOU,28,73825,98308,975,1093,8944948,4445918
ATL,IAH,106,559656,754069,5695,689,3872031,4445918
ATL,HOU,52,225158,356129,3035,696,3872031,4445918
MDW,HOU,28,2472,10319,82,937,17529224,4445918
ORD,IAH,149,538234,786883,6137,925,17529224,4445918
MDW,IAH,9,10041,20893,200,917,17529224,4445918
ABI,HOU,1,19,50,1,323,153457,4445918
ORD,HOU,1,46,50,1,945,17529224,4445918
TPA,IAH,52,230370,290632,2087,787,2254405,4445918
BOS,IAH,37,165308,231353,1845,1597,8506878,4445918
TUL,IAH,51,123804,177295,1644,429,831724,4445918
TUL,HOU,37,122908,213357,1647,453,831724,4445918
MIA,IAH,74,286401,463711,3346,964,9383038,4445918
AUS,HOU,46,320693,509090,3847,152,1104612,4445918
EKO,IAH,5,620,744,6,1370,48011,4445918
OMA,IAH,23,33984,41869,362,781,742096,4445918
AUS,IAH,95,303884,455284,3720,143,1104612,4445918
TYR,IAH,29,11747,28204,1426,163,168070,4445918
TYR,HOU,1,13,19,1,187,168070,4445918
BOS,HOU,2,304,406,3,1609,8506878,4445918
RNO,IAH,1,924,1916,15,1530,315959,4445918
OMA,HOU,4,99,533,4,804,742096,4445918
TPA,HOU,4,340,1063,8,781,2254405,4445918
MIA,HOU,2,151,300,2,955,9383038,4445918
ACT,IAH,26,8583,18825,966,159,203214,4445918
ACT,HOU,2,71,83,2,178,203214,4445918
EWR,IAH,93,452879,629610,3562,1400,17341505,4445918
TUS,IAH,29,74981,96834,757,936,790333,4445918
EWR,HOU,1,121,139,1,1411,17341505,4445918
LRD,IAH,22,29125,48035,1590,301,186798,4445918
DFW,IAH,167,776231,1283777,10305,224,9475022,4445918
DAL,IAH,49,178367,362334,3736,217,9475022,4445918
DFW,HOU,45,172876,277660,5594,247,9475022,4445918
MLU,IAH,30,20124,35026,1532,262,168867,4445918
MOB,IAH,30,29715,44736,1080,427,398886,4445918
DAL,HOU,36,953689,1371112,10406,239,9475022,4445918
LRD,HOU,1,24,30,1,292,186798,4445918
JAN,HOU,31,120731,156310,1145,359,483863,4445918
ILE,IAH,28,11321,23821,1212,159,314727,4445918
LBB,IAH,42,57084,102158,1236,458,235445,4445918
MCO,IAH,76,305465,379838,2435,853,1502837,4445918
JAN,IAH,22,31217,42091,1302,351,483863,4445918
JAN,EFD,1,26,30,1,355,483863,4445918
MEM,IAH,21,38853,73080,1529,469,1156598,4445918
MAF,HOU,37,34846,80883,626,441,119120,4445918
LBB,HOU,2,75,259,2,475,235445,4445918
MEM,HOU,41,57016,102067,994,484,1156598,4445918
MCO,HOU,8,16278,54330,459,848,1502837,4445918
MAF,IAH,37,63908,101130,979,429,119120,4445918
ILE,HOU,1,13,19,1,175,314727,4445918
GPT,IAH,28,34197,49278,1011,376,230690,4445918
MTJ,IAH,7,8223,11952,114,926,30790,4445918
BDL,IAH,17,24259,38113,365,1507,1109081,4445918
HNL,IAH,12,80992,100376,363,3904,871768,4445918
BDL,HOU,1,93,139,1,1519,1109081,4445918
GGG,IAH,1,115,139,1,170,194512,4445918
PHX,IAH,80,346946,467276,3415,1009,2930726,4445918
RDU,IAH,26,54967,73349,697,1043,721489,4445918
CMH,IAH,35,82586,105943,1001,986,1544395,4445918
ICT,IAH,13,28705,49748,995,542,571047,4445918
SEA,IAH,36,158281,187945,1388,1874,5831556,4445918
PHX,HOU,36,179271,293884,2192,1020,2930726,4445918
BPT,IAH,35,48569,106668,2979,79,375135,4445918
AMA,IAH,8,13231,28196,564,519,215931,4445918
GTR,HOU,1,5,30,1,474,61045,4445918
ICT,HOU,1,70,100,1,565,571047,4445918
CMH,HOU,1,5,137,1,1001,1544395,4445918
AMA,HOU,1,84,137,1,538,215931,4445918
BPT,HOU,1,44,64,1,78,375135,4445918
PIT,IAH,66,158354,278042,2285,1117,2418452,4445918
PIT,HOU,2,225,247,2,1131,2418452,4445918
GSO,IAH,34,54187,74389,719,986,599064,4445918
FSM,HOU,1,16,34,1,396,257198,4445918
CHS,IAH,1,92,256,2,925,542232,4445918
CVG,HOU,20,64221,119600,1049,886,1978593,4445918
CVG,IAH,8,10991,22797,453,871,1978593,4445918
AEX,IAH,34,19294,31961,1333,190,145426,4445918
GSP,IAH,3,5383,8600,172,838,524183,4445918
BHM,IAH,39,71416,104119,983,562,1036121,4445918
BHM,HOU,35,49105,67995,525,570,1036121,4445918
BNA,IAH,52,77559,107381,1014,657,1229700,4445918
STL,HOU,74,321484,538087,4427,687,2655631,4445918
BNA,HOU,38,173944,288507,2237,670,1229700,4445918
STL,IAH,58,94937,131479,1263,668,2655631,4445918
PNS,IAH,55,80097,119477,1034,489,401776,4445918
LAS,IAH,64,302666,368722,2590,1222,1161259,4445918
SAN,IAH,31,178171,221507,1582,1303,2766123,4445918
MKE,IAH,19,21006,37880,357,984,1459602,4445918
LAS,HOU,27,92395,115178,844,1235,1161259,4445918
SNA,IAH,18,104641,145120,1359,1347,11947589,4445918
SAN,EFD,1,113,141,1,1320,2766123,4445918
SAN,HOU,1,24,137,1,1312,2766123,4445918
CRP,IAH,85,140340,214156,3814,201,409279,4445918
SLC,IAH,56,154903,208218,1573,1195,906185,4445918
CRP,HOU,39,192407,346877,2631,187,409279,4445918
SLC,HOU,5,555,620,5,1213,906185,4445918
JAX,IAH,41,65007,85719,731,817,1064764,4445918
PHL,IAH,63,195537,301408,2636,1324,11020546,4445918
OKC,IAH,55,116233,170532,1639,395,1052642,4445918
OKC,HOU,38,95894,173210,1307,419,1052642,4445918
LCH,IAH,40,42979,76557,2682,127,189145,4445918
LCH,HOU,1,57,100,1,128,189145,4445918
GJT,HOU,1,122,124,1,997,112899,4445918
GJT,IAH,1,114,124,1,978,112899,4445918
PHL,HOU,1,42,108,1,1335,11020546,4445918
JAX,HOU,2,82,259,2,816,1064764,4445918
SFO,IAH,80,374271,515798,3171,1635,7996466,4445918
SFO,EFD,1,130,141,1,1656,7996466,4445918
CRP,EFD,1,46,48,1,190,409279,4445918
PBI,IAH,23,51076,70410,540,956,4691519,4445918
COS,IAH,29,60256,91817,725,809,510597,4445918
FLL,IAH,46,166031,209729,1485,965,4691519,4445918
CLL,IAH,39,33344,65400,2516,74,164092,4445918
CLL,HOU,1,16,64,1,92,164092,4445918
SAT,HOU,39,346771,574785,4448,192,1650418,4445918
SAT,IAH,95,376325,494455,3920,191,1650418,4445918
MSP,HOU,33,57811,95183,950,1057,2830434,4445918
MSP,IAH,50,84060,135100,1235,1034,2830434,4445918
MSY,IAH,90,432150,608950,4701,305,1285396,4445918
MSY,HOU,39,640149,961907,7214,303,1285396,4445918
LAX,IAH,87,490836,654680,3824,1379,23895178,4445918
LAX,HOU,3,83,503,4,1390,23895178,4445918
IND,HOU,3,112,533,4,862,1438091,4445918
IND,IAH,47,94097,124693,1083,845,1438091,4445918
DCA,IAH,48,189024,295258,2338,1208,9079986,4445918
ABQ,IAH,37,146636,194344,1765,744,692551,4445918
MCI,IAH,52,117086,151154,1400,643,1795891,4445918
MCI,HOU,35,18420,47422,353,666,1795891,4445918
IAD,IAH,50,69230,118810,1042,1190,9079986,4445918
BTR,IAH,29,80102,137770,3182,253,673407,4445918
BTR,HOU,3,240,246,3,255,673407,4445918
BTR,EFD,1,9,30,1,248,673407,4445918
ABQ,HOU,21,37738,50225,368,759,692551,4445918
SHV,IAH,32,55536,97493,2851,192,359802,4445918
LIT,HOU,42,25906,46392,377,393,579683,4445918
LIT,IAH,26,45717,65193,1492,374,579683,4445918
SHV,HOU,2,140,207,2,211,359802,4445918
LIT,EFD,1,28,48,1,393,579683,4445918
IAD,HOU,1,111,139,1,1201,9079986,4445918
BRO,IAH,50,73520,125932,2203,308,324046,4445918
BRO,EFD,2,69,94,2,290,324046,4445918
IAD,EFD,1,91,104,1,1197,9079986,4445918
BWI,HOU,14,28441,37296,273,1246,2480971,4445918
BWI,IAH,53,217940,286387,2105,1235,2480971,4445918
CLE,IAH,51,268603,351312,2810,1091,2121415,4445918
CLE,EFD,1,109,128,1,1104,2121415,4445918
CLT,IAH,49,116528,200620,1672,913,1223835,4445918
CLE,HOU,2,182,207,2,1107,2121415,4445918
LFT,IAH,69,103107,173918,3661,201,233598,4445918
LFT,EFD,1,25,48,1,195,233598,4445918
LGA,IAH,41,275346,401872,3220,1416,34683010,4445918
PDX,IAH,21,62149,76090,636,1825,1829786,4445918
JFK,IAH,14,22283,49483,348,1417,34683010,4445918
LGA,HOU,4,25310,40648,298,1428,34683010,4445918
VCT,IAH,27,23363,47506,1615,123,109251,4445918
SJC,IAH,25,69253,87741,727,1608,1690832,4445918
RIC,IAH,1,68,139,1,1157,1046355,4445918
LGA,EFD,1,115,128,1,1424,34683010,4445918
SJC,EFD,1,104,104,1,1629,1690832,4445918
JAX,JAN,1,89,137,1,511,1064764,483863
LCH,JAN,1,20,34,1,240,189145,483863
DTW,JAN,1,41,100,1,777,8944948,483863
MDW,JAN,33,54590,98487,726,666,17529224,483863
ATL,JAN,45,179393,238040,1892,341,3872031,483863
ABI,JAN,1,173,183,1,562,153457,483863
IAH,JAN,22,31244,42233,1310,351,4445918,483863
HOU,JAN,36,103507,153892,1151,359,4445918,483863
BWI,JAN,26,69197,99117,726,888,2480971,483863
CVG,JAN,14,27283,38169,356,555,1978593,483863
BHM,JAN,36,72272,218338,1339,211,1036121,483863
HSV,JAN,1,57,97,1,249,340255,483863
DFW,JAN,49,158640,212601,2513,408,9475022,483863
DAL,JAN,1,56,137,1,397,9475022,483863
MLU,JAN,2,30,153,2,116,168867,483863
AUS,JAN,1,85,142,1,472,1104612,483863
TPA,JAN,2,212,381,3,541,2254405,483863
RDU,JAN,1,135,139,1,692,721489,483863
PHX,JAN,2,175,286,2,1275,2930726,483863
GTR,JAN,1,10,30,1,117,61045,483863
MCO,JAN,33,22811,47519,367,587,1502837,483863
MEM,JAN,39,61448,95078,950,189,1156598,483863
MSY,JAN,4,419,528,4,160,1285396,483863
MSP,JAN,1,89,100,1,884,2830434,483863
SHV,JAN,14,4004,38499,348,220,359802,483863
BTR,JAN,15,14620,52786,356,138,673407,483863
IAD,JAN,1,82,150,1,843,9079986,483863
MCI,JAN,1,107,122,1,548,1795891,483863
IND,JAN,2,251,259,2,554,1438091,483863
ORD,MKL,1,59,149,1,443,17529224,100502
IND,MKL,1,86,110,1,319,1438091,100502
CLE,MKL,1,41,100,1,554,2121415,100502
BIL,JAC,1,123,126,1,186,135639,19683
IDA,JAC,2,160,256,2,67,100233,19683
GTF,JAC,1,29,128,1,270,78558,19683
LAX,JAC,1,243,252,2,784,23895178,19683
DFW,JAC,5,19487,25944,138,1046,9475022,19683
CPR,JAC,1,31,31,1,221,63241,19683
ORD,JAC,5,15371,23964,128,1162,17529224,19683
SLC,JAC,13,62536,98804,799,205,906185,19683
LAX,OGG,79,436643,506799,1979,2486,23895178,120624
SEA,OGG,13,32360,47196,166,2640,5831556,120624
PHX,OGG,11,16124,20840,96,2845,2930726,120624
HNL,OGG,64,1597528,2627843,19328,100,871768,120624
SFO,OGG,60,276535,325226,1148,2338,7996466,120624
ITO,OGG,32,84053,221553,1664,121,141805,120624
LFT,ILE,2,26,60,2,345,233598,314727
IAH,ILE,30,12303,24122,1227,159,4445918,314727
HOU,ILE,1,5,30,1,175,4445918,314727
ABI,ILE,1,11,34,1,149,153457,314727
CRP,ILE,2,54,60,2,229,409279,314727
ACT,ILE,5,81,319,16,45,203214,314727
TUL,ILE,1,16,30,1,367,831724,314727
DFW,ILE,23,64208,129884,3976,130,9475022,314727
LAW,ILE,1,21,30,1,244,108143,314727
MKE,LAN,3,146,233,3,168,1459602,450303
BNA,LAN,1,52,100,1,472,1229700,450303
GSP,LAN,1,48,125,1,558,524183,450303
MSP,LAN,8,958,1230,9,455,2830434,450303
DCA,LAN,1,124,149,1,479,9079986,450303
GRR,LAN,2,91,298,2,48,711725,450303
AZO,LAN,60,13994,49284,612,62,305264,450303
LAS,LAN,1,142,149,1,1689,1161259,450303
CLE,LAN,24,20121,33019,1563,170,2121415,450303
LGA,LAN,1,95,100,1,570,34683010,450303
MIA,LAN,1,97,100,1,1196,9383038,450303
BOS,LAN,1,84,125,1,693,8506878,450303
CWA,LAN,1,9,34,1,289,123082,450303
MKG,LAN,1,29,34,1,88,166849,450303
MEM,LAN,1,93,100,1,607,1156598,450303
MSN,LAN,1,63,100,1,242,498146,450303
TVC,LAN,3,246,328,3,144,123663,450303
JAX,LAN,1,104,110,1,863,1064764,450303
FLL,LAN,1,103,110,1,1179,4691519,450303
DTW,LAN,86,135611,225454,2650,74,8944948,450303
ORD,LAN,22,54633,79732,1423,179,17529224,450303
MDW,LAN,12,9809,19024,997,176,17529224,450303
ATL,LAN,1,95,100,1,630,3872031,450303
SLC,LBL,1,121,124,1,646,906185,20072
LGA,LNK,2,301,314,2,1196,34683010,251921
SJC,LNK,1,128,147,1,1369,1690832,251921
PHX,LNK,1,126,139,1,983,2930726,251921
MTJ,LNK,2,252,252,2,615,30790,251921
BDL,LNK,1,82,147,1,1249,1109081,251921
MSN,LNK,1,42,147,1,413,498146,251921
MSP,LNK,33,28091,45906,1323,331,2830434,251921
FSD,LNK,9,635,1930,19,188,175077,251921
IND,LNK,2,292,346,2,559,1438091,251921
SUX,LNK,10,554,1552,43,109,138898,251921
EWR,LNK,2,408,441,3,1182,17341505,251921
PIA,LNK,1,78,86,1,371,365232,251921
RNO,LNK,3,636,702,5,1218,315959,251921
BOS,LNK,2,232,252,2,1333,8506878,251921
OMA,LNK,7,457,1439,36,55,742096,251921
DFW,LNK,1,139,147,1,549,9475022,251921
PHL,LNK,3,354,381,3,1135,11020546,251921
SLC,LNK,1,286,290,2,796,906185,251921
DTW,LNK,1,27,147,1,701,8944948,251921
MDW,LNK,11,9566,11764,68,473,17529224,251921
ORD,LNK,39,66491,97483,722,466,17529224,251921
SMF,LNK,1,283,294,2,1326,1707530,251921
STL,LNK,46,65457,105282,1289,370,2655631,251921
LAS,LNK,1,156,173,1,1048,1161259,251921
LAX,LBB,1,139,139,1,953,23895178,235445
ABQ,LBB,34,47916,94646,715,289,692551,235445
SJT,LBB,2,31,98,2,177,104409,235445
DAL,LBB,36,237901,469040,3640,293,9475022,235445
DFW,LBB,39,118019,181509,4215,282,9475022,235445
AUS,LBB,36,67026,93277,717,335,1104612,235445
ACT,LBB,1,30,34,1,303,203214,235445
RNO,LBB,1,120,139,1,1074,315959,235445
AMA,LBB,14,3703,10298,343,108,215931,235445
MAF,LBB,4,217,357,4,121,119120,235445
OAK,LBB,1,105,139,1,1178,3998233,235445
IAH,LBB,38,56949,102633,1244,458,4445918,235445
HOU,LBB,7,318,899,7,475,4445918,235445
ELP,LBB,30,33957,47830,365,295,694603,235445
ATL,LBB,1,61,149,1,1001,3872031,235445
ABI,LBB,1,30,34,1,151,153457,235445
ORD,LBB,1,139,139,1,951,17529224,235445
SJC,LBB,2,390,556,4,1159,1690832,235445
LAS,LBB,23,41515,50522,369,775,1161259,235445
SAN,LBB,1,74,139,1,892,2766123,235445
SNA,LBB,2,153,376,2,924,11947589,235445
SMF,LBB,1,118,139,1,1155,1707530,235445
SFO,LBB,2,503,556,4,1186,7996466,235445
SLC,LBB,1,101,128,1,744,906185,235445
FLL,LBB,1,181,183,1,1398,4691519,235445
COS,LBB,1,120,139,1,390,510597,235445
BDL,MSN,1,94,147,1,853,1109081,498146
OAK,MSN,1,116,126,1,1761,3998233,498146
MKE,MSN,21,21287,50479,603,74,1459602,498146
STL,MSN,31,32823,56184,1451,308,2655631,498146
ROC,MSN,1,136,147,1,589,1020109,498146
SAN,MSN,1,149,150,1,1672,2766123,498146
RAP,MSN,6,960,992,8,690,108937,498146
PVD,MSN,1,136,139,1,919,1504679,498146
DSM,MSN,1,124,148,1,247,462181,498146
MHT,MSN,1,70,109,1,905,362477,498146
MDT,MSN,1,99,109,1,681,499340,498146
MSP,MSN,83,128542,206353,1731,228,2830434,498146
LAX,MSN,2,269,294,2,1687,23895178,498146
MSY,MSN,1,74,167,1,908,1285396,498146
SAT,MSN,1,63,97,1,1066,1650418,498146
MCI,MSN,1,80,100,1,386,1795891,498146
DFW,MSN,1,58,133,1,821,9475022,498146
AUS,MSN,1,70,100,1,999,1104612,498146
OMA,MSN,1,123,124,1,359,742096,498146
RNO,MSN,1,115,140,1,1594,315959,498146
EKO,MSN,1,97,124,1,1366,48011,498146
BOS,MSN,1,73,97,1,932,8506878,498146
CWA,MSN,2,81,184,4,114,123082,498146
EWR,MSN,1,106,110,1,799,17341505,498146
SLC,MSN,4,461,511,4,1173,906185,498146
SFO,MSN,1,184,190,1,1772,7996466,498146
PHL,MSN,1,57,100,1,764,11020546,498146
COS,MSN,1,95,108,1,856,510597,498146
CMI,MSN,1,16,46,1,221,200333,498146
LGA,MSN,3,544,588,4,812,34683010,498146
SJC,MSN,3,305,385,3,1757,1690832,498146
LSE,MSN,1,20,46,1,109,121692,498146
GRB,MSN,2,117,166,2,111,268695,498146
LAS,MSN,1,139,139,1,1454,1161259,498146
DTW,MSN,54,117378,174449,1609,312,8944948,498146
ORD,MSN,79,275289,408937,5027,109,17529224,498146
BUF,MSN,2,151,286,2,537,1151490,498146
MDW,MSN,12,10416,19423,1018,124,17529224,498146
ATL,MSN,1,79,149,1,707,3872031,498146
SFO,MFR,24,118612,172403,1334,329,7996466,173243
LMT,MFR,2,31,74,2,60,63160,173243
PDX,MFR,14,52280,88741,2397,222,1829786,173243
SEA,MFR,12,23607,38998,1054,352,5831556,173243
OAK,MFR,1,38,134,1,323,3998233,173243
LAX,MFR,1,19,116,1,630,23895178,173243
EKO,MFR,4,620,744,6,382,48011,173243
EUG,MFR,11,712,1564,14,122,313344,173243
ACV,MFR,4,415,2331,63,116,122163,173243
CMH,MEM,31,11557,26811,272,518,1544395,1156598
ICT,MEM,37,31806,65229,774,453,571047,1156598
SEA,MEM,23,100777,120671,680,1870,5831556,1156598
PHX,MEM,5,8756,13703,92,1263,2930726,1156598
RDU,MEM,1,86,100,1,634,721489,1156598
CAE,MEM,1,9,149,1,511,612073,1156598
GPT,MEM,12,14869,26337,263,324,230690,1156598
MCO,MEM,53,134020,166964,1042,683,1502837,1156598
JAN,MEM,36,61415,93812,938,189,483863,1156598
MKL,MEM,3,186,459,4,71,100502,1156598
DFW,MEM,103,230378,386009,3845,432,9475022,1156598
OMA,MEM,27,25894,36421,339,538,742096,1156598
BOS,MEM,42,71328,116605,670,1139,8506878,1156598
AUS,MEM,42,63605,98654,992,556,1104612,1156598
MIA,MEM,39,53322,81200,687,860,9383038,1156598
TPA,MEM,43,124265,158860,1012,656,2254405,1156598
EWR,MEM,48,58461,105541,915,946,17341505,1156598
IND,MEM,57,75120,108799,920,381,1438091,1156598
FYV,MEM,1,41,48,1,245,312116,1156598
BTR,MEM,38,60592,92029,960,319,673407,1156598
LIT,MEM,69,84215,159089,1313,129,579683,1156598
MCI,MEM,51,74265,108372,961,393,1795891,1156598
DCA,MEM,36,92884,141049,980,762,9079986,1156598
SHV,MEM,1,30,34,1,285,359802,1156598
CHA,MEM,1,81,144,1,271,460100,1156598
IAD,MEM,1,63,139,1,742,9079986,1156598
SUX,MEM,1,11,78,1,614,138898,1156598
LAX,MEM,25,135020,179402,1029,1619,23895178,1156598
MSP,MEM,90,240079,357904,2737,700,2830434,1156598
SAT,MEM,36,97172,125560,1017,625,1650418,1156598
MSY,MEM,48,83591,124490,999,349,1285396,1156598
CLT,MEM,45,124225,178721,1711,512,1223835,1156598
CLE,MEM,35,12998,28253,281,622,2121415,1156598
BWI,MEM,20,12780,22557,220,787,2480971,1156598
TYS,MEM,40,46466,80162,890,342,602012,1156598
LAS,MEM,15,42237,52856,342,1416,1161259,1156598
GRB,MEM,1,6,78,1,658,268695,1156598
LGA,MEM,38,91953,145774,965,963,34683010,1156598
PDX,MEM,1,213,258,1,1854,1829786,1156598
JFK,MEM,2,350,377,2,964,34683010,1156598
HOU,MEM,40,56932,100604,978,484,4445918,1156598
IAH,MEM,19,37397,73159,1533,469,4445918,1156598
DTW,MEM,84,260399,362926,2839,610,8944948,1156598
ORD,MEM,89,179962,276032,2338,491,17529224,1156598
ATL,MEM,105,555573,791377,6413,332,3872031,1156598
STL,MEM,81,96675,186233,3160,256,2655631,1156598
BNA,MEM,56,79757,122493,1032,200,1229700,1156598
MKE,MEM,62,77989,135207,1013,556,1459602,1156598
SAN,MEM,2,257,270,2,1567,2766123,1156598
CVG,MEM,20,57960,96697,725,403,1978593,1156598
BHM,MEM,47,69662,110632,987,211,1036121,1156598
FSM,MEM,1,14,19,1,249,257198,1156598
AEX,MEM,1,23,30,1,297,145426,1156598
PIT,MEM,2,305,427,3,652,2418452,1156598
COS,MEM,1,117,150,1,855,510597,1156598
FLL,MEM,1,112,139,1,851,4691519,1156598
JAX,MEM,33,47508,69678,672,576,1064764,1156598
OKC,MEM,40,69058,102219,975,432,1052642,1156598
PHL,MEM,50,61202,103269,959,874,11020546,1156598
SFO,MEM,20,75578,104167,681,1807,7996466,1156598
LBB,MAF,2,62,201,2,121,235445,119120
OAK,MAF,1,87,139,1,1202,3998233,119120
AMA,MAF,1,68,122,1,228,215931,119120
PHX,MAF,1,116,137,1,580,2930726,119120
LAS,MAF,29,37892,49164,370,796,1161259,119120
SJC,MAF,1,86,139,1,1181,1690832,119120
CLE,MAF,1,93,141,1,1301,2121415,119120
HOU,MAF,36,49203,91072,701,441,4445918,119120
IAH,MAF,35,64202,101060,980,429,4445918,119120
ELP,MAF,31,39475,93276,685,246,694603,119120
ABI,MAF,4,130,170,5,151,153457,119120
ORD,MAF,2,329,550,4,1048,17529224,119120
DAL,MAF,36,185014,348386,2653,319,9475022,119120
DFW,MAF,23,68394,94079,2675,309,9475022,119120
AUS,MAF,33,38629,84414,640,290,1104612,119120
TUL,MAF,1,96,103,1,466,831724,119120
ABQ,MAF,30,30433,49379,367,332,692551,119120
LAX,MAF,2,197,371,2,951,23895178,119120
SAT,MAF,1,122,122,1,277,1650418,119120
SNA,MAF,1,31,104,1,919,11947589,119120
SAN,MAF,1,83,128,1,878,2766123,119120
SFO,MAF,1,111,139,1,1209,7996466,119120
OKC,MAF,1,102,103,1,356,1052642,119120
DFW,OAK,54,234300,356793,2559,1456,9475022,3998233
EUG,OAK,1,36,134,1,445,313344,3998233
TUS,OAK,24,23544,47605,350,747,790333,3998233
EWR,OAK,1,58,188,1,2554,17341505,3998233
RNO,OAK,38,182231,352165,2660,180,315959,3998233
TUL,OAK,1,137,137,1,1456,831724,3998233
BOS,OAK,2,213,376,2,2693,8506878,3998233
MIA,OAK,1,174,188,1,2577,9383038,3998233
SLC,OAK,54,125485,191841,1439,588,906185,3998233
SFO,OAK,8,810,1472,10,11,7996466,3998233
LAS,OAK,65,291880,421846,3173,407,1161259,3998233
CLT,OAK,1,92,126,1,2287,1223835,3998233
BWI,OAK,1,88,137,1,2446,2480971,3998233
PDX,OAK,64,300109,556110,4044,543,1829786,3998233
SJC,OAK,14,4898,23679,159,30,1690832,3998233
JFK,OAK,2,299,351,2,2576,34683010,3998233
ANC,OAK,2,256,328,2,2015,311411,3998233
IAH,OAK,2,239,324,2,1628,4445918,3998233
ORD,OAK,34,109831,145692,1140,1835,17529224,3998233
ATL,OAK,2,134,426,2,2130,3872031,3998233
ELP,OAK,2,25,259,2,987,694603,3998233
OGG,OAK,1,280,287,1,2349,120624,3998233
MFR,OAK,1,25,126,1,323,173243,3998233
GEG,OAK,21,31121,49932,366,723,408221,3998233
SEA,OAK,68,453506,695916,5073,671,5831556,3998233
PHX,OAK,71,189759,291424,2357,646,2930726,3998233
HNL,OAK,2,477,656,2,2409,871768,3998233
BDL,OAK,1,89,126,1,2614,1109081,3998233
SMF,OAK,5,1519,1890,14,75,1707530,3998233
PIT,OAK,2,195,252,2,2243,2418452,3998233
CVG,OAK,1,118,130,1,2026,1978593,3998233
SAN,OAK,38,382137,526164,3906,446,2766123,3998233
SNA,OAK,40,418051,618041,4684,371,11947589,3998233
BNA,OAK,13,33720,49427,361,1959,1229700,3998233
STL,OAK,1,114,140,1,1726,2655631,3998233
LAX,OAK,72,914060,1453546,10977,337,23895178,3998233
ABQ,OAK,6,9349,16898,124,889,692551,3998233
MCI,OAK,15,52423,74346,543,1488,1795891,3998233
IAD,OAK,1,243,287,1,2408,9079986,3998233
RDU,MCO,45,150326,241667,2330,534,721489,1502837
CMH,MCO,44,142518,179243,1441,802,1544395,1502837
PHX,MCO,14,54550,69517,367,1848,2930726,1502837
TTN,MCO,1,45,95,1,897,331474,1502837
BDL,MCO,30,175242,212835,1786,1050,1109081,1502837
GPT,SFB,3,3934,4875,39,484,230690,1502837
JAN,MCO,34,24034,49334,366,587,483863,1502837
MEM,MCO,54,138463,166474,1038,683,1156598,1502837
CLE,MCO,59,179025,254721,2093,895,2121415,1502837
CLT,MCO,66,353275,410777,2813,468,1223835,1502837
BWI,MCO,67,286492,374629,3066,787,2480971,1502837
TYS,MCO,9,17736,30688,244,532,602012,1502837
LAS,MCO,24,94211,138106,720,2039,1161259,1502837
JFK,MCO,75,236607,331154,2098,944,34683010,1502837
ABE,MCO,17,23831,31986,262,906,714749,1502837
SYR,MCO,28,41122,54624,450,1053,652649,1502837
LGA,MCO,89,446781,538989,3594,950,34683010,1502837
RIC,MCO,6,7646,17400,161,667,1046355,1502837
DTW,MCO,91,513976,636143,3508,957,8944948,1502837
DET,MCO,7,3167,3796,26,968,8944948,1502837
MDW,MCO,24,161872,224590,1304,989,17529224,1502837
ATL,MCO,117,1284546,1618517,8307,403,3872031,1502837
ORD,MCO,91,474833,577909,3372,1005,17529224,1502837
BUF,MCO,31,43300,72313,617,1011,1151490,1502837
IAH,MCO,72,302579,380409,2440,853,4445918,1502837
HOU,MCO,9,16513,54401,460,848,4445918,1502837
PHL,MCO,67,459813,567686,3905,861,11020546,1502837
SLC,MCO,27,125226,146833,724,1929,906185,1502837
JAX,MCO,20,2413,3059,24,143,1064764,1502837
SFO,MCO,14,54285,68978,367,2445,7996466,1502837
ACY,MCO,12,50233,59381,489,852,237988,1502837
PBI,MCO,27,46608,77346,647,142,4691519,1502837
FLL,MCO,62,334674,521106,4172,178,4691519,1502837
PIT,MCO,69,328277,385202,2633,834,2418452,1502837
PVD,MCO,59,165888,202472,1622,1073,1504679,1502837
BHM,MCO,36,37651,45583,366,478,1036121,1502837
GSO,MCO,30,46731,84357,703,534,599064,1502837
