Origin_airport,Destination_airport,Numtimes,Passengers,Seats,Flights,Distance,Origin_population,Destination_population
MDW,STL,54,261497,515508,3832,251,18572324,2743862
MDW,SUS,2,97,168,3,264,18572324,2743862
DEC,STL,13,14223,27498,916,110,110656,2743862
UIN,STL,13,8424,21083,1108,94,77406,2743862
PIA,STL,34,42593,81437,2263,137,364769,2743862
MWA,STL,12,10840,25175,1325,100,62315,2743862
CMI,STL,14,22332,48834,1626,143,215601,2743862
RFD,BHM,1,175,175,1,609,331209,1073439
ORD,BHM,16,36767,45034,897,584,18572324,1073439
MDW,BHM,28,60703,96221,703,570,18572324,1073439
ORD,BTV,51,76968,101454,1322,763,18572324,203265
PIA,MDH,1,22,33,1,200,364769,58750
ORD,MDH,1,18,50,1,298,18572324,58750
ORD,CHS,14,53419,64681,1292,760,18572324,576539
ORD,CRW,14,23735,39236,784,416,18572324,306154
ORD,CVG,136,321619,525938,6959,264,18572324,2066256
MDW,CVG,36,34680,48978,1235,249,18572324,2066256
PIA,DSM,1,34,50,1,216,364769,504107
MDH,DSM,1,33,44,1,350,58750,504107
BMI,DSM,1,20,30,1,258,157257,504107
ORD,DSM,87,225197,321884,4306,299,18572324,504107
MDW,DSM,12,32933,56168,1652,306,18572324,504107
ORD,EVV,25,41363,76687,1678,273,18572324,345355
BMI,EVV,1,14,48,1,185,157257,345355
PIA,EVV,1,6,30,1,215,364769,345355
ORD,FOD,1,77,120,1,325,18572324,39372
ORD,FWA,49,75450,128132,2664,157,18572324,398574
ORD,GSO,45,78304,114287,1404,590,18572324,661123
ORD,GSP,38,58828,96349,1988,577,18572324,577255
ORD,MDT,68,137994,201652,3134,594,18572324,516171
MDW,MDT,1,54,87,1,585,18572324,516171
ORD,HSV,27,12506,27219,585,510,18572324,358448
MDW,HSV,1,145,150,1,495,18572324,358448
MDW,MHT,32,57325,90334,662,838,18572324,393018
ORD,MHT,63,163214,212766,1525,843,18572324,393018
ORD,MGM,1,95,142,1,673,18572324,351715
ORD,PIT,117,358129,589818,5925,412,18572324,2400193
MDW,PIT,10,57651,125564,719,402,18572324,2400193
MDW,PVD,27,105600,147367,1076,842,18572324,1617323
ORD,PVD,73,324309,416732,3058,849,18572324,1617323
ORD,SMF,32,196616,236252,1713,1781,18572324,1967052
MDW,SMF,1,49,137,1,1790,18572324,1967052
ORD,SHV,4,243,421,4,733,18572324,376825
MDW,SHV,1,71,87,1,726,18572324,376825
ORD,SBN,34,74764,106582,1925,84,18572324,315623
MDW,SBN,12,36574,67456,1984,74,18572324,315623
ORD,IAD,133,338739,536668,4587,589,18572324,10172752
MDW,DCA,17,122059,182214,1015,601,18572324,10172752
ORD,DCA,76,594093,872942,7846,612,18572324,10172752
MDW,IAD,4,253,647,4,577,18572324,10172752
MWA,YNG,1,96,173,1,507,62315,589856
BMI,YNG,1,96,116,1,436,157257,589856
ORD,ABQ,15,70023,93703,726,1118,18572324,766154
MDW,ABQ,19,29894,50553,369,1121,18572324,766154
ORD,BTR,1,120,120,1,810,18572324,719116
PIA,BTR,1,132,156,1,703,364769,719116
CMI,BMI,3,61,102,3,46,215601,157257
ORD,BMI,24,42693,67175,1365,116,18572324,157257
PIA,BMI,4,1129,4012,118,42,364769,157257
ORD,BMG,3,168,212,3,207,18572324,178196
PIA,CHA,1,7,50,1,459,364769,492354
ORD,CHA,24,17629,33434,734,501,18572324,492354
MDW,GFK,1,29,59,1,628,18572324,96132
ORD,GTF,2,136,249,2,1210,18572324,81065
ORD,MCI,87,390868,543222,4355,403,18572324,1912368
MDW,MCI,51,366116,699025,5156,405,18572324,1912368
PIA,MKC,1,25,30,1,281,364769,1912368
MDW,LIT,26,26753,47494,347,544,18572324,629617
ORD,LIT,8,9160,11477,228,552,18572324,629617
MDW,LAX,52,389364,499091,2759,1750,18572324,25434866
ORD,LAX,157,1316722,1691353,9795,1745,18572324,25434866
RFD,MSP,1,117,120,1,278,331209,3078253
CMI,MSP,2,177,223,2,419,215601,3078253
ORD,MSP,157,697343,1251525,11789,334,18572324,3078253
MDW,MSP,77,480738,658059,4441,349,18572324,3078253
PIA,MSP,12,14239,24412,718,342,364769,3078253
BMI,MSP,2,50,68,2,374,157257,3078253
ORD,MSY,80,215738,290040,2492,837,18572324,1312039
MDW,MSY,1,10,137,1,825,18572324,1312039
ORD,SAT,65,194900,260510,2513,1041,18572324,1808267
MDW,SAT,1,55,175,1,1036,18572324,1808267
ORD,FSD,34,57570,85006,1717,462,18572324,203151
MDW,FSD,1,38,60,1,474,18572324,203151
MDW,SPI,12,19146,43214,1271,168,18572324,204323
ORD,SPI,12,46504,71050,1421,174,18572324,204323
PIA,SPI,1,30,60,2,56,364769,204323
UIN,SPI,1,51,600,12,81,77406,204323
CMI,SPI,1,20,60,2,76,215601,204323
BMI,SGF,1,19,30,1,328,157257,385508
ORD,SGF,36,72441,98303,1824,438,18572324,385508
ORD,HUF,1,44,50,1,177,18572324,169468
ORD,CID,67,174673,245866,4211,196,18572324,243094
MDW,CID,12,26948,47702,1403,204,18572324,243094
CMI,CID,4,236,423,6,220,215601,243094
ORD,XNA,37,53958,106270,1328,522,18572324,382645
MDW,XNA,1,87,87,1,518,18572324,382645
CMI,XNA,1,101,170,1,418,215601,382645
PIA,XNA,1,17,44,1,392,364769,382645
ORD,GRR,98,232971,309686,4385,137,18572324,759978
MDW,GRR,12,50574,76559,2251,137,18572324,759978
MDW,IND,67,228454,412707,5488,162,18572324,1600165
ORD,IND,105,347039,509403,5811,177,18572324,1600165
CMI,IND,3,282,400,3,108,215601,1600165
ORD,JAX,13,66726,79029,1582,865,18572324,1194706
MDW,JAX,2,62,259,2,849,18572324,1194706
ORD,OAJ,1,116,173,1,744,18572324,156018
ORD,LCH,2,234,287,2,869,18572324,193277
ORD,MYR,14,4466,7280,181,753,18572324,211086
ORD,PHL,128,631227,1011089,8791,678,18572324,11575576
MDW,PHL,16,128328,184196,1052,668,18572324,11575576
MWA,PHL,1,115,129,1,756,62315,11575576
ORD,RKS,1,90,129,1,1091,18572324,36559
PIA,BWG,1,100,156,1,310,364769,108281
ORD,IMT,1,340,1520,80,265,18572324,32034
ORD,OKC,46,110379,148823,3064,693,18572324,1131487
MDW,OKC,4,215,498,4,691,18572324,1131487
CMI,OKC,1,28,50,1,602,215601,1131487
ORD,SFO,132,958050,1267532,6900,1846,18572324,8306286
MDW,SFO,27,211368,296412,1401,1854,18572324,8306286
ORD,SCE,3,164,252,3,528,18572324,140606
MDW,SCE,1,41,50,1,519,18572324,140606
CMI,SCE,2,60,100,2,552,215601,140606
ORD,TVC,48,73461,105353,2148,224,18572324,137816
CMI,TVC,1,41,50,1,352,215601,137816
MDW,SPS,2,365,437,3,795,18572324,150809
ORD,SLC,98,286348,404639,3028,1249,18572324,1016377
MDW,SLC,2,290,346,3,1258,18572324,1016377
MDW,FLL,58,212252,305873,1729,1166,18572324,5280671
ORD,FLL,85,351488,428886,3065,1182,18572324,5280671
BMI,FLL,1,126,141,1,1114,157257,5280671
ORD,PBI,40,85948,115172,871,1144,18572324,5280671
MDW,PBI,8,732,2877,21,1128,18572324,5280671
ORD,COS,34,78301,96800,1519,911,18572324,572399
MDW,COS,3,397,487,3,917,18572324,572399
