Origin_airport,Destination_airport,Numtimes,Passengers,Seats,Flights,Distance,Origin_population,Destination_population
AMA,RNO,4,485,524,4,1034,232791,374743
SEA,RNO,69,202874,304754,2212,564,6277876,374743
ICT,RNO,6,1953,2241,17,1213,579800,374743
DQF,RNO,1,116,130,1,621,3600163,374743
BFI,RNO,1,143,161,1,569,6277876,374743
ATL,RNO,1,95,130,1,1993,4673146,374743
ABI,RNO,1,124,130,1,1224,158053,374743
ORD,RNO,13,91592,115670,855,1671,18572324,374743
DTW,RNO,6,1685,1909,15,1903,8985512,374743
MDW,RNO,5,582,650,5,1680,18572324,374743
IAH,RNO,33,70131,83936,560,1530,5084017,374743
ATL,RMG,1,47,50,1,65,4673146,93461
ABQ,TSM,12,2663,9063,1005,111,766154,30914
TPA,ACT,1,129,129,1,917,2522780,219485
RNO,ACT,1,110,130,1,1376,374743,219485
TUL,ACT,1,40,50,1,325,876919,219485
EKO,ACT,3,407,488,4,1212,44934,219485
FOE,ACT,2,197,223,2,514,225567,219485
DFW,ACT,14,44718,74316,2185,89,11164066,219485
DAY,ACT,1,32,50,1,926,845508,219485
SWO,ACT,1,125,173,1,314,74873,219485
BTR,ACT,2,79,88,2,368,719116,219485
IAD,ACT,1,42,50,1,1223,10172752,219485
MCI,ACT,1,93,129,1,548,1912368,219485
XNA,ACT,1,45,70,1,363,382645,219485
LAX,ACT,1,43,59,1,1241,25434866,219485
SKF,ACT,1,49,168,1,174,1808267,219485
BWI,ACT,1,86,129,1,1268,2621815,219485
PDX,ACT,1,118,130,1,1666,2034000,219485
SJC,ACT,1,129,129,1,1459,1723138,219485
BHM,ACT,1,156,173,1,625,1073439,219485
CVG,ACT,1,33,40,1,874,2066256,219485
HSV,ACT,1,48,50,1,641,358448,219485
GSP,ACT,2,81,94,2,897,577255,219485
FSM,ACT,1,14,34,1,305,278393,219485
DSM,ACT,1,58,70,1,712,504107,219485
STL,ACT,3,136,299,3,627,2743862,219485
MHK,ACT,1,151,173,1,520,112656,219485
BNA,ACT,2,150,258,2,681,1386743,219485
MKE,ACT,1,41,70,1,934,1528417,219485
ABI,ACT,1,27,34,1,154,158053,219485
ATL,ACT,1,115,129,1,759,4673146,219485
IAH,ACT,6,7685,15050,501,159,5084017,219485
SLC,ACT,6,705,732,6,1036,1016377,219485
JAN,ACT,2,68,100,2,423,509068,219485
LBB,ACT,3,188,225,3,303,259146,219485
ILE,ACT,1,13,34,1,45,346490,219485
CSG,ACT,1,30,50,1,723,281683,219485
AMA,ACT,2,85,100,2,360,232791,219485
COU,ACT,1,25,50,1,571,151486,219485
GPT,ACT,1,43,117,1,491,249989,219485
PHX,YUM,21,33240,59366,1610,160,3600163,169297
AMA,YUM,1,86,120,1,761,232791,169297
DFW,YUM,1,174,230,1,1022,11164066,169297
LAX,YUM,12,20838,40350,1345,237,25434866,169297
GJT,YUM,1,6,37,1,561,124510,169297
OKC,YUM,1,91,120,1,993,1131487,169297
CVG,CAK,40,91413,124190,2289,214,2066256,700286
BGM,CAK,1,8,50,1,297,249645,700286
GSP,CAK,1,33,44,1,417,577255,700286
PIT,CAK,37,56334,91859,2651,70,2400193,700286
CID,CAK,1,122,122,1,537,243094,700286
DCA,CAK,1,21,32,1,274,10172752,700286
IAD,CAK,2,70,79,2,252,10172752,700286
SBN,CAK,1,31,50,1,259,315623,700286
MSP,CAK,2,166,245,2,657,3078253,700286
BDL,CAK,2,244,297,2,460,1173575,700286
CMH,CAK,1,31,32,1,99,1678827,700286
SFB,CAK,2,270,298,2,837,1803474,700286
MCO,CAK,12,32237,42822,366,860,1803474,700286
LAN,CAK,1,14,32,1,207,454600,700286
MEM,CAK,8,808,976,8,617,1238075,700286
MSN,CAK,1,122,170,1,434,526419,700286
RDG,CAK,16,1554,2530,39,290,384547,700286
ROA,CAK,1,7,37,1,260,289522,700286
PHX,CAK,1,146,148,1,1754,3600163,700286
ATL,CAK,69,216500,289244,3393,528,4673146,700286
ORD,CAK,18,39059,52829,1055,344,18572324,700286
DTW,CAK,20,43794,70090,1953,133,8985512,700286
LGA,CAK,10,70358,89505,763,396,37342640,700286
RIC,CAK,1,13,50,1,323,1139312,700286
CLT,CAK,21,11836,14747,443,394,1436890,700286
GRB,CAK,1,148,184,1,420,290972,700286
LSE,CAK,1,74,129,1,542,128614,700286
TPA,CAK,3,750,1109,9,894,2522780,700286
BGR,CAK,1,18,50,1,694,147123,700286
EKO,CAK,1,90,122,1,1788,44934,700286
OMA,CAK,2,225,244,2,754,790535,700286
DAY,CAK,1,14,32,1,162,845508,700286
ACY,CAK,17,2833,5808,47,377,261810,700286
TVC,CAK,1,102,122,1,338,137816,700286
PHL,CAK,1,48,50,1,335,11575576,700286
SCE,CAK,2,37,68,2,188,140606,700286
SLC,CAK,2,244,244,2,1591,1016377,700286
SLC,BTM,12,28963,64370,1297,357,1016377,33052
SEA,BTM,6,4142,6230,89,477,6277876,33052
MSO,BTM,1,22,122,1,101,99832,33052
BZN,BTM,12,18351,48860,698,65,74723,33052
EKO,BTM,3,252,366,3,391,44934,33052
HLN,BTM,2,116,244,2,51,67196,33052
SFO,CIC,12,16141,32520,1084,153,8306286,211584
CLT,DOV,5,450,734,9,405,1436890,134222
ATL,DOV,1,64,117,1,626,4673146,134222
ORD,FAR,12,33667,52350,1047,557,18572324,179461
PHL,FAR,1,42,114,2,1185,11575576,179461
SLC,FAR,1,117,122,1,865,1016377,179461
MSO,FAR,1,102,116,1,816,99832,179461
SFB,FAR,1,86,173,1,1507,1803474,179461
DCA,FAR,1,136,180,1,1143,10172752,179461
GFK,FAR,1,200,200,2,74,96132,179461
MSP,FAR,87,174121,298969,2841,223,3078253,179461
MSY,FAR,4,687,854,5,1219,1312039,179461
FAR,FAR,1,48,50,1,0,179461,179461
MIA,FAR,1,148,168,1,1716,10561342,179461
EKO,FAR,5,443,610,5,1033,44934,179461
LRD,FAR,1,185,185,1,1344,210229,179461
PDX,FAR,1,63,180,1,1233,2034000,179461
JMS,FAR,1,12,34,1,88,21113,179461
FCA,FAR,1,94,100,1,818,79167,179461
DSM,FAR,1,105,122,1,403,504107,179461
SMF,FAR,1,99,136,1,1373,1967052,179461
LAS,FAR,3,3344,4158,22,1205,1572924,179461
SAN,FAR,1,125,148,1,1452,2926814,179461
FLL,FNT,3,560,1136,10,1182,5280671,439544
MSP,FNT,26,38703,51683,721,491,3078253,439544
MSY,FNT,4,1787,2436,14,965,1312039,439544
GRR,FNT,9,489,2964,156,91,759978,439544
MKE,FNT,12,8794,16112,848,211,1528417,439544
LAS,FNT,7,8652,10094,58,1733,1572924,439544
PVD,FNT,1,100,100,1,636,1617323,439544
CVG,FNT,31,47162,63496,1426,275,2066256,439544
MHT,FNT,1,116,124,1,623,393018,439544
ATL,FNT,24,146365,199297,1884,644,4673146,439544
DTW,FNT,75,127957,215825,2855,56,8985512,439544
MDW,FNT,12,55431,76296,2244,221,18572324,439544
ELM,FNT,1,10,44,1,354,89816,439544
DAY,FNT,1,35,50,1,213,845508,439544
LRD,FNT,1,153,174,1,1380,210229,439544
FNT,FNT,1,99,174,1,0,439544,439544
TPA,FNT,1,1002,1300,13,1036,2522780,439544
GRB,FNT,1,51,69,1,244,290972,439544
CLE,FNT,7,4633,11368,582,145,2136026,439544
SYR,FNT,1,100,100,1,387,649679,439544
MCO,FNT,13,31777,42684,367,1011,1803474,439544
BDL,FNT,1,120,125,1,569,1173575,439544
BIL,HVR,5,57,399,21,198,142707,16195
HOB,HOB,1,7,19,1,0,55295,55295
FMN,HOB,1,6,19,1,399,119780,55295
ABQ,HOB,4,34,228,12,254,766154,55295
ROW,HOB,4,36,1900,100,87,60757,55295
CNM,HOB,1,7,19,1,66,50746,55295
BKX,HON,12,1080,11286,594,70,28605,16154
LAS,HON,1,124,170,1,1060,1572924,16154
MSP,HON,3,23,95,5,249,3078253,16154
MSY,HON,1,76,189,1,1084,1312039,16154
BGR,WRB,1,101,173,1,1154,147123,225715
ABY,MCN,1,9,50,1,86,161185,225715
ATL,MCN,43,29555,82834,1699,79,4673146,225715
PHL,MCN,1,49,50,1,681,11575576,225715
CHS,MCN,1,49,50,1,211,576539,225715
CVG,MCN,1,49,50,1,442,2066256,225715
LEX,MCN,1,48,50,1,373,426187,225715
EYW,MCN,2,124,140,2,572,78880,225715
GPT,MCN,1,29,58,2,357,249989,225715
FAY,MCN,1,17,30,1,317,346913,225715
GNV,MCN,1,60,66,1,222,241310,225715
ILM,MCN,1,49,50,1,349,294349,225715
VLD,MCN,1,27,66,1,134,122419,225715
JFK,WRB,1,152,214,1,775,37342640,225715
LFT,MCN,1,28,50,1,521,243494,225715
JFK,MIA,75,315424,432130,1918,1090,37342640,10561342
LGA,MIA,40,347285,494111,3195,1097,37342640,10561342
PWM,MIA,1,140,173,1,1353,506179,10561342
SYR,MIA,1,161,215,1,1217,649679,10561342
SAV,MIA,2,252,328,2,440,304965,10561342
RIC,MIA,2,273,346,2,826,1139312,10561342
ABE,MIA,2,333,338,2,1062,765926,10561342
BWI,MIA,40,141117,202553,1440,946,2621815,10561342
CLT,MIA,78,256389,399919,2632,650,1436890,10561342
CLE,MIA,48,59122,83590,816,1080,2136026,10561342
TYS,MIA,4,455,525,4,724,641551,10561342
LFT,MIA,1,129,170,1,777,243494,10561342
STL,MIA,18,120822,170804,1269,1068,2743862,10561342
CVG,MIA,35,65378,92975,891,948,2066256,10561342
BHM,MIA,1,27,59,1,661,1073439,10561342
PGV,MIA,1,135,149,1,699,159023,10561342
MGM,MIA,1,117,170,1,581,351715,10561342
DSM,MIA,1,26,173,1,1327,504107,10561342
LAS,MIA,36,118397,167036,1113,2175,1572924,10561342
BNA,MIA,14,33510,49447,383,806,1386743,10561342
MKE,MIA,1,76,120,2,1259,1528417,10561342
PVD,MIA,3,492,598,3,1209,1617323,10561342
PIT,MIA,38,57843,83154,595,1013,2400193,10561342
DTW,MIA,57,178709,256951,1925,1145,8985512,10561342
ORD,MIA,101,480031,654056,4257,1197,18572324,10561342
MDW,MIA,22,94903,140023,770,1182,18572324,10561342
IAH,MIA,83,267509,384680,2898,964,5084017,10561342
HOU,MIA,1,33,173,1,955,5084017,10561342
ATL,MIA,125,866468,1184393,6298,595,4673146,10561342
BUF,MIA,1,21,144,1,1185,1154212,10561342
RDU,MIA,31,98387,145217,1096,700,889313,10561342
PHX,MIA,33,37344,48062,375,1972,3600163,10561342
SEA,MIA,15,34933,47060,364,2724,6277876,10561342
ROA,MIA,1,154,183,1,795,289522,10561342
ICT,MIA,1,128,134,1,1295,579800,10561342
CAE,MIA,1,148,680,4,563,673209,10561342
MCO,MIA,138,238191,390233,4967,193,1803474,10561342
MEM,MIA,41,47380,60406,490,860,1238075,10561342
JAN,MIA,1,164,173,1,743,509068,10561342
LBB,MIA,1,145,150,1,1400,259146,10561342
MSN,MIA,1,162,173,1,1301,526419,10561342
EYW,MIA,45,128237,198290,4589,126,78880,10561342
CMH,MIA,13,2404,3422,75,990,1678827,10561342
BDL,MIA,15,39104,57347,422,1194,1173575,10561342
EYW,MPB,1,17,17,1,108,78880,10561342
NQX,MIA,1,468,501,2,121,78880,10561342
FLL,MIA,45,5967,8363,54,21,5280671,10561342
PBI,MIA,39,6579,8660,49,62,5280671,10561342
SFO,MIA,48,162302,236482,1232,2585,8306286,10561342
PHL,MIA,79,230566,361091,2389,1013,11575576,10561342
OKC,OPF,10,3591,5190,30,1218,1131487,10561342
JAX,MIA,21,45739,74516,1159,334,1194706,10561342
OKC,MIA,2,270,346,2,1223,1131487,10561342
EWR,MIA,137,368515,492848,2837,1086,18671320,10561342
DMA,MIA,1,64,120,1,1897,903320,10561342
CWA,MIA,1,166,346,2,1410,126400,10561342
TPA,MIA,77,200145,316067,5132,204,2522780,10561342
AUS,MIA,1,77,141,1,1107,1382693,10561342
ACT,MIA,1,45,59,1,1102,219485,10561342
MIA,MIA,1,116,282,2,0,10561342,10561342
TUL,MIA,1,119,120,1,1168,876919,10561342
ALB,MIA,2,65,288,2,1225,839741,10561342
DFW,MIA,61,421175,578448,3185,1121,11164066,10561342
BOS,MIA,59,318786,423238,2046,1258,8916374,10561342
DAL,MIA,1,51,63,1,1110,11164066,10561342
APF,MIA,1,52,333,37,96,284896,10561342
TLH,MIA,34,40495,51308,1145,403,332429,10561342
IND,MIA,6,7608,10387,75,1021,1600165,10561342
GRR,MIA,1,330,346,2,1215,759978,10561342
LAX,MIA,81,311046,420532,2284,2342,25434866,10561342
SAT,MIA,1,34,148,1,1143,1808267,10561342
MSP,MIA,40,99382,130494,928,1501,3078253,10561342
MSY,MIA,25,93341,145764,1090,674,1312039,10561342
FSD,MIA,1,122,149,1,1537,203151,10561342
MCI,MIA,2,463,499,2,1252,1912368,10561342
DCA,MIA,33,249962,399937,2782,920,10172752,10561342
IAD,MIA,71,140996,221400,1510,921,10172752,10561342
SHV,MIA,2,271,356,2,937,376825,10561342
ABQ,MIA,2,219,507,3,1689,766154,10561342
GNV,MIA,2,210,234,3,295,241310,10561342
COS,MOT,1,56,120,1,675,572399,64928
RAP,MOT,1,16,120,1,303,115849,64928
LAS,MOT,5,719,872,5,1098,1572924,64928
EKO,MOT,6,520,732,6,879,44934,64928
FAR,MOT,1,72,125,1,228,179461,64928
IAD,MOT,1,114,173,1,1349,10172752,64928
GFK,MOT,1,28,120,1,191,96132,64928
MSP,MOT,39,70531,113895,1098,449,3078253,64928
MSY,MOT,1,121,170,1,1389,1312039,64928
SFB,MOT,1,152,173,1,1717,1803474,64928
LSV,HIF,1,95,120,1,376,1572924,471114
JFK,HIF,1,165,214,1,1984,37342640,471114
CVS,HIF,1,81,120,1,663,45051,471114
BGR,HIF,1,92,173,1,2176,147123,471114
OMA,HIF,1,44,50,1,837,790535,471114
FSD,HIF,1,85,120,1,797,203151,471114
MKE,OMA,38,35147,80541,1258,426,1528417,790535
LAS,OMA,33,121649,149870,1100,1099,1572924,790535
BNA,OMA,2,106,160,2,612,1386743,790535
PVD,OMA,1,53,137,1,1265,1617323,790535
RAP,OMA,1,100,120,1,411,115849,790535
STL,OMA,56,147098,231028,2039,342,2743862,790535
CVG,OMA,30,53803,83760,1437,614,2066256,790535
DSM,OMA,2,108,157,2,117,504107,790535
MDT,OMA,1,99,120,1,1005,516171,790535
ABE,OMA,3,539,569,4,1068,765926,790535
LGA,OMA,2,221,266,2,1148,37342640,790535
AVL,OMA,1,99,120,1,829,381906,790535
CLE,OMA,3,208,304,3,729,2136026,790535
TYS,OMA,1,99,122,1,747,641551,790535
AZO,OMA,1,122,122,1,538,321092,790535
MEM,OMA,41,60400,84262,1317,538,1238075,790535
MCO,OMA,5,1448,2688,32,1210,1803474,790535
MSN,OMA,1,6,84,1,359,526419,790535
LNK,OMA,4,532,558,5,55,278417,790535
OGG,OMA,1,264,277,1,3771,134742,790535
MSO,OMA,1,96,120,1,982,99832,790535
PHX,OMA,78,174108,245216,2062,1037,3600163,790535
SEA,OMA,1,120,137,1,1368,6277876,790535
ICT,OMA,1,83,128,1,265,579800,790535
CAE,OMA,1,49,50,1,954,673209,790535
BIS,OMA,1,69,100,1,449,96846,790535
SLC,OMA,31,44111,55107,1089,839,1016377,790535
CLL,OMA,1,177,200,1,739,191990,790535
SFO,OMA,3,350,480,3,1433,8306286,790535
PHL,OMA,1,117,120,1,1088,11575576,790535
OKC,OMA,1,22,44,1,418,1131487,790535
MYR,OMA,1,170,170,1,1067,211086,790535
EWR,OMA,14,21439,37153,742,1133,18671320,790535
TUS,OMA,1,117,129,1,1046,903320,790535
DFW,OMA,24,107512,156586,1386,583,11164066,790535
DAL,OMA,1,25,59,1,585,11164066,790535
EKO,OMA,5,1085,1220,10,1037,44934,790535
GYY,OMA,1,100,122,1,440,9286162,790535
RNO,OMA,2,244,325,2,1262,374743,790535
ALB,OMA,2,259,274,2,1138,839741,790535
AUS,OMA,1,45,122,1,765,1382693,790535
CAK,OMA,1,114,122,1,754,700286,790535
MIA,OMA,1,131,148,1,1393,10561342,790535
MCI,OMA,21,5375,18490,688,152,1912368,790535
DCA,OMA,20,30335,54620,649,1012,10172752,790535
IAD,OMA,1,61,100,1,988,10172752,790535
BMI,OMA,1,27,50,1,369,157257,790535
ABQ,OMA,1,45,59,1,725,766154,790535
MSP,OMA,95,160377,295895,2941,282,3078253,790535
LAX,OMA,2,148,208,2,1330,25434866,790535
CID,OMA,2,123,150,2,221,243094,790535
ATL,OMA,38,75926,125886,1088,821,4673146,790535
IAH,OMA,40,79293,101179,1576,781,5084017,790535
ORD,OMA,73,234532,333067,3602,416,18572324,790535
