Origin_airport,Destination_airport,Numtimes,Passengers,Seats,Flights,Distance,Origin_population,Destination_population
LBB,LAS,25,40667,50276,367,775,259146,1572924
MSN,LAS,6,799,1489,9,1454,526419,1572924
MFR,LAS,1,27,50,1,599,189469,1572924
LAR,LAS,1,25,44,1,627,32484,1572924
OSH,LAS,1,166,170,1,1504,158294,1572924
SEA,LAS,105,552141,709103,4945,866,6277876,1572924
AMA,LAS,25,34123,50112,366,758,232791,1572924
RDU,LAS,25,25762,37306,289,2027,889313,1572924
GEG,LAS,6,3792,5470,86,806,430867,1572924
BIS,LAS,4,892,1110,6,1048,96846,1572924
PHX,LAS,102,1035191,1458771,10133,256,3600163,1572924
ICT,LAS,21,24129,33401,211,987,579800,1572924
AMA,LSV,1,79,173,1,751,232791,1572924
BIL,LAS,2,997,1500,30,755,142707,1572924
CAE,LAS,1,149,173,1,1926,673209,1572924
OKC,LEX,9,1469,1903,11,751,1131487,426187
PHL,LEX,1,83,100,1,511,11575576,426187
JAX,LEX,1,70,100,1,547,1194706,426187
BTR,LEX,1,33,44,1,638,719116,426187
GNV,LEX,2,214,292,3,591,241310,426187
TCL,LEX,2,168,192,2,373,195194,426187
DCA,LEX,2,130,198,2,414,10172752,426187
MCI,LEX,1,14,50,1,561,1912368,426187
MSP,LEX,2,194,343,2,650,3078253,426187
MSY,LEX,1,171,173,1,642,1312039,426187
XNA,LEX,1,146,173,1,549,382645,426187
ATL,LEX,62,134032,183982,2481,305,4673146,426187
BUF,LEX,1,14,37,1,452,1154212,426187
DTW,LEX,33,65930,110044,1975,296,8985512,426187
ORD,LEX,14,42057,53000,1062,326,18572324,426187
MDW,LEX,12,29545,50558,1487,311,18572324,426187
YIP,LEX,1,47,50,1,295,8985512,426187
IAH,LEX,24,21284,27859,624,836,5084017,426187
TYS,LEX,1,48,50,1,157,641551,426187
LGA,LEX,13,7168,10342,254,604,37342640,426187
SAV,LEX,2,52,100,2,451,304965,426187
ABE,LEX,1,44,50,1,515,765926,426187
CLE,LEX,26,13742,22298,555,275,2136026,426187
CLT,LEX,32,27163,49429,1344,282,1436890,426187
BWI,LEX,1,135,173,1,428,2621815,426187
DFW,LEX,13,24472,33110,663,793,11164066,426187
DAY,LEX,1,45,50,1,130,845508,426187
BOS,LEX,1,97,142,1,770,8916374,426187
AHN,LEX,1,50,50,1,291,173946,426187
EWR,LEX,18,7850,13531,300,588,18671320,426187
SLN,LEX,1,48,50,1,709,59829,426187
MCO,LEX,2,304,315,2,689,1803474,426187
MEM,LEX,13,24141,34934,1027,371,1238075,426187
GTR,LEX,1,144,148,1,387,60228,426187
BPT,LEX,1,50,50,1,783,380030,426187
CAE,LEX,3,232,346,3,343,673209,426187
BNA,LEX,1,40,122,1,181,1386743,426187
CVG,LEX,64,146748,194684,3131,70,2066256,426187
STL,LEX,1,10,44,1,316,2743862,426187
CRW,LEX,1,40,50,1,166,306154,426187
EVV,LEX,1,50,50,1,168,345355,426187
BHM,LEX,2,96,100,2,336,1073439,426187
BGM,LEX,1,16,40,1,532,249645,426187
GSO,LEX,1,43,50,1,290,661123,426187
CHS,LEX,1,40,44,1,438,576539,426187
PIT,LEX,14,23449,39931,1319,289,2400193,426187
PVD,LEX,1,51,183,1,744,1617323,426187
PHL,LYH,3,63,111,3,277,11575576,231160
CHO,LYH,1,31,40,1,70,182525,231160
YNG,LYH,1,107,173,1,282,589856,231160
CLT,LYH,17,13559,28425,1489,175,1436890,231160
PIT,LYH,14,13856,37517,1239,226,2400193,231160
ATL,LYH,22,20282,39480,1053,389,4673146,231160
LBB,MHK,3,93,144,3,474,259146,112656
COU,MHK,1,130,173,1,241,151486,112656
CID,MHK,1,35,50,1,323,243094,112656
MCI,MHK,12,8698,19589,1031,105,1912368,112656
SBN,MHK,1,76,100,1,573,315623,112656
SWO,MHK,1,130,168,1,207,74873,112656
GBD,MHK,2,14,76,4,131,27777,112656
MGM,MHK,1,141,148,1,745,351715,112656
DSM,MHK,2,146,161,2,229,504107,112656
STL,MHK,1,28,42,1,341,2743862,112656
PSF,MHK,1,133,148,1,1243,132672,112656
ACT,MHK,2,178,223,2,520,219485,112656
AUS,MHK,1,145,165,1,619,1382693,112656
HYS,MHK,1,8,19,1,142,27302,112656
BGR,MHK,1,129,173,1,1478,147123,112656
DAL,MHK,1,63,100,2,434,11164066,112656
SLN,MHK,12,1870,16093,847,58,59829,112656
TUS,MHK,1,77,173,1,936,903320,112656
FOE,MHK,1,11,19,1,56,225567,112656
OKC,MHK,1,31,50,1,264,1131487,112656
LCH,MHK,1,140,148,1,651,193277,112656
CLL,MHK,1,29,32,1,590,191990,112656
MSP,MQT,8,531,952,28,300,3078253,64623
TVC,MQT,16,2439,8721,176,142,137816,64623
IMT,MQT,11,2506,5947,313,56,32034,64623
DTW,MQT,12,34864,48178,1417,349,8985512,64623
ORD,MQT,10,3802,6032,121,303,18572324,64623
MBS,MQT,1,29,34,1,254,208182,64623
ESC,MQT,2,19,38,2,46,38060,64623
MKE,MQT,12,6448,12483,657,248,1528417,64623
DBQ,MKE,3,99,144,3,148,90116,1528417
MDW,MKE,12,55412,90542,2663,81,18572324,1528417
ORD,MKE,62,221354,321059,5402,67,18572324,1528417
DTW,MKE,84,176329,278965,2206,238,8985512,1528417
IAH,MKE,14,36453,47765,951,984,5084017,1528417
HOU,MKE,3,124,408,4,1005,5084017,1528417
EFD,MKE,1,50,129,1,1004,5084017,1528417
ATL,MKE,130,285073,424925,4203,669,4673146,1528417
AGS,MKE,1,143,173,1,735,509465,1528417
BUF,MKE,2,117,170,2,465,1154212,1528417
PHL,MKE,77,62869,103097,1739,690,11575576,1528417
IMT,MKE,11,4470,10127,533,198,32034,1528417
SFO,MKE,4,707,913,7,1845,8306286,1528417
FLL,MKE,13,19024,27263,232,1243,5280671,1528417
SLC,MKE,6,589,706,6,1246,1016377,1528417
COS,MKE,1,114,174,2,924,572399,1528417
PBI,MKE,1,110,128,1,1205,5280671,1528417
TPA,MKE,24,40919,55808,506,1075,2522780,1528417
OMA,MKE,36,35134,80807,1263,426,790535,1528417
FNT,MKE,12,8804,16055,845,211,439544,1528417
ALB,MKE,4,156,188,4,715,839741,1528417
EKO,MKE,5,533,610,5,1439,44934,1528417
MIA,MKE,3,250,309,3,1259,10561342,1528417
RNO,MKE,2,252,260,2,1667,374743,1528417
BOS,MKE,51,76486,121150,1279,860,8916374,1528417
DFW,MKE,74,87206,139615,1980,853,11164066,1528417
DAY,MKE,12,5156,11343,597,284,845508,1528417
FTW,MKE,1,34,84,1,868,11164066,1528417
DAL,MKE,1,36,74,1,850,11164066,1528417
EWR,MKE,71,66335,128328,2114,725,18671320,1528417
CWA,MKE,20,9520,23347,1143,154,126400,1528417
TUS,MKE,1,69,129,1,1462,903320,1528417
ATW,MKE,49,27900,66159,1523,96,210245,1528417
PHX,MKE,34,124220,160450,1241,1460,3600163,1528417
RDU,MKE,10,8715,13848,431,689,889313,1528417
SEA,MKE,1,98,129,1,1694,6277876,1528417
ESC,MKE,12,6794,12673,667,195,38060,1528417
BDL,MKE,16,16813,27413,847,780,1173575,1528417
CMH,MKE,26,15470,27443,1121,331,1678827,1528417
MKG,MKE,12,8222,17689,931,85,172480,1528417
MEM,MKE,56,85913,135976,1172,556,1238075,1528417
LAN,MKE,14,3513,10129,530,168,454600,1528417
OAK,MKE,1,134,138,1,1834,4153143,1528417
MCO,MKE,36,131737,183957,1448,1066,1803474,1528417
MSN,MKE,56,30328,79974,1659,74,526419,1528417
LNK,MKE,1,50,86,1,479,278417,1528417
BWI,MKE,46,52290,88832,1120,641,2621815,1528417
CLT,MKE,23,53522,87126,1041,651,1436890,1528417
CLE,MKE,43,59258,106139,2596,328,2136026,1528417
BKL,MKE,2,78,120,2,334,2136026,1528417
EDF,MKE,1,68,173,1,2789,339131,1528417
PDX,MKE,1,36,60,1,1718,2034000,1528417
LGA,MKE,49,90125,155330,1431,738,37342640,1528417
PWM,MKE,1,34,44,1,887,506179,1528417
AVP,MKE,1,44,50,1,634,550507,1528417
SJC,MKE,1,44,84,1,1829,1723138,1528417
RFD,MKE,1,49,170,1,80,331209,1528417
RIC,MKE,1,84,263,2,673,1139312,1528417
GRB,MKE,26,14291,32832,1438,107,290972,1528417
LSE,MKE,12,5746,12369,651,181,128614,1528417
AZO,MKE,1,40,50,1,129,321092,1528417
PIT,MKE,44,48638,100817,1546,431,2400193,1528417
PVD,MKE,1,132,182,1,846,1617323,1528417
CVG,MKE,71,128035,190467,2782,318,2066256,1528417
STL,MKE,50,67174,112766,2760,317,2743862,1528417
EVV,MKE,2,46,88,2,340,345355,1528417
DSM,MKE,24,14776,26503,996,311,504107,1528417
FWA,MKE,3,286,372,3,195,398574,1528417
LAS,MKE,41,122205,140726,982,1524,1572924,1528417
BNA,MKE,13,11781,20402,637,475,1386743,1528417
MQT,MKE,12,9307,17556,924,248,64623,1528417
SAN,MKE,1,155,155,1,1738,2926814,1528417
NZY,MKE,1,51,148,1,1741,2926814,1528417
MSP,MKE,106,263162,424825,3531,297,3078253,1528417
LAX,MKE,27,54390,76310,610,1756,25434866,1528417
MSY,MKE,11,1317,2205,17,903,1312039,1528417
SGF,MKE,1,41,50,1,489,385508,1528417
MCI,MKE,40,92028,158172,1684,436,1912368,1528417
DCA,MKE,58,77338,124612,1440,634,10172752,1528417
BMI,MKE,2,61,100,2,178,157257,1528417
IAD,MKE,7,990,2894,86,612,10172752,1528417
GFK,MKE,1,153,173,1,568,96132,1528417
SBN,MKE,1,91,100,1,118,315623,1528417
GRR,MKE,27,28666,48371,1961,120,759978,1528417
IND,MKE,30,13590,24940,948,238,1600165,1528417
CID,MKE,5,229,300,5,208,243094,1528417
SAT,BNA,23,25357,50142,366,822,1808267,1386743
MSP,BNA,46,96892,156933,1423,695,3078253,1386743
MSY,BNA,33,84646,139535,1020,471,1312039,1386743
LAX,BNA,40,132591,207909,1545,1797,25434866,1386743
DCA,BNA,26,21571,39015,885,562,10172752,1386743
ILM,BNA,1,74,150,1,513,294349,1386743
IAD,BNA,19,26673,41029,819,542,10172752,1386743
MCI,BNA,31,113794,187600,1371,491,1912368,1386743
LIT,BNA,8,1295,3888,193,327,629617,1386743
BTR,BNA,1,28,50,1,464,719116,1386743
GNV,BNA,1,48,50,1,512,241310,1386743
TCL,BNA,2,51,76,2,207,195194,1386743
CHA,BNA,1,44,50,1,112,492354,1386743
IND,BNA,3,296,501,3,249,1600165,1386743
FYV,BNA,1,31,50,1,419,382645,1386743
PIT,BNA,32,44337,83356,657,462,2400193,1386743
PVD,BNA,26,53625,96636,705,907,1617323,1386743
BHM,BNA,41,73070,129399,967,177,1073439,1386743
CVG,BNA,51,99553,138665,2675,230,2066256,1386743
STL,BNA,47,73223,113339,2728,271,2743862,1386743
MHT,BNA,33,53724,98854,724,938,393018,1386743
HSV,BNA,2,33,100,2,102,358448,1386743
EVV,BNA,1,8,32,1,140,345355,1386743
SUS,BNA,1,41,60,1,280,2743862,1386743
LAS,BNA,32,123613,148642,1086,1588,1572924,1386743
MKE,BNA,12,11687,20480,640,475,1528417,1386743
SAN,BNA,20,72628,99325,725,1751,2926814,1386743
BDL,BNA,24,47485,81104,592,852,1173575,1386743
CMH,BNA,29,43412,87773,645,338,1678827,1386743
MTJ,BNA,1,157,173,1,1177,35674,1386743
PHX,BNA,31,109020,149210,1091,1448,3600163,1386743
RDU,BNA,26,151695,232733,1699,443,889313,1386743
AMA,BNA,1,137,137,1,847,232791,1386743
SEA,BNA,16,34728,50348,367,1977,6277876,1386743
CSG,BNA,3,193,308,3,268,281683,1386743
GTR,BNA,2,151,200,2,214,60228,1386743
CAE,BNA,1,40,50,1,349,673209,1386743
MCO,BNA,56,170084,255465,2642,616,1803474,1386743
MEM,BNA,71,84972,132156,1522,200,1238075,1386743
OAK,BNA,21,35703,50521,367,1959,4153143,1386743
MSN,BNA,4,456,631,5,504,526419,1386743
SFB,BNA,1,93,120,1,598,1803474,1386743
JAN,BNA,1,15,122,1,327,509068,1386743
OGG,BNA,1,255,277,1,4282,134742,1386743
CLE,BNA,53,135388,231254,2260,448,2136026,1386743
BWI,BNA,30,282640,417745,3050,587,2621815,1386743
CLT,BNA,47,122841,206001,1934,329,1436890,1386743
LGA,BNA,50,71126,130688,1918,764,37342640,1386743
JFK,BNA,6,3163,7490,147,766,37342640,1386743
SJC,BNA,1,41,60,1,1946,1723138,1386743
TYS,BNA,5,264,406,5,152,641551,1386743
LFT,BNA,1,148,173,1,511,243494,1386743
GRB,BNA,1,120,178,1,582,290972,1386743
PBI,BNA,23,22893,49853,364,758,5280671,1386743
FLL,BNA,27,34905,55055,490,793,5280671,1386743
SLC,BNA,4,551,717,4,1403,1016377,1386743
JAX,BNA,31,106768,147414,1076,484,1194706,1386743
PHL,BNA,31,43694,88430,805,675,11575576,1386743
SFO,BNA,1,100,120,1,1968,8306286,1386743
OKC,BNA,3,433,626,13,615,1131487,1386743
DTW,BNA,85,231417,389414,3311,457,8985512,1386743
MDW,BNA,41,189387,351883,2666,395,18572324,1386743
ORD,BNA,74,221148,289542,4601,409,18572324,1386743
IAH,BNA,47,91927,115522,1675,657,5084017,1386743
HOU,BNA,42,192927,315069,2330,670,5084017,1386743
ATL,BNA,74,262788,376194,3014,214,4673146,1386743
BUF,BNA,3,301,788,3,633,1154212,1386743
DFW,BNA,57,233514,360544,3988,631,11164066,1386743
DAL,BNA,7,414,752,8,623,11164066,1386743
EUG,BNA,1,94,148,1,1994,330447,1386743
DAY,BNA,1,13,50,1,293,845508,1386743
AFW,BNA,1,138,168,1,644,11164066,1386743
BOS,BNA,1,58,60,1,943,8916374,1386743
MIA,BNA,13,30854,49193,381,806,10561342,1386743
AUS,BNA,25,74217,99375,726,756,1382693,1386743
RNO,BNA,4,463,520,4,1815,374743,1386743
TUL,BNA,8,5936,9170,280,515,876919,1386743
AHN,BNA,1,42,50,1,242,173946,1386743
OMA,BNA,1,37,44,1,612,790535,1386743
TPA,BNA,33,122983,193638,1415,612,2522780,1386743
EKO,BNA,1,93,122,1,1603,44934,1386743
ALB,BNA,2,241,411,3,825,839741,1386743
EWR,BNA,46,47510,83290,1323,748,18671320,1386743
DCA,HVN,1,18,37,1,276,10172752,837258
PHL,HVN,20,16091,49321,1333,157,11575576,837258
STL,OWB,12,5417,17347,913,187,2743862,110420
CVG,OWB,1,25,32,1,163,2066256,110420
PIT,OWB,1,48,50,1,418,2400193,110420
GGG,PDT,3,258,415,3,1579,197353,83656
PDX,PDT,12,9473,16761,453,182,2034000,83656
TPA,PNS,20,21399,38755,1576,330,2522780,433589
DFW,PNS,30,41803,57556,1284,604,11164066,433589
MOB,PNS,1,39,50,1,64,397707,433589
EWR,PNS,1,27,144,1,1015,18671320,433589
PIT,PNS,1,231,247,1,794,2400193,433589
MCO,PNS,25,35475,53529,1265,380,1803474,433589
MEM,PNS,21,63102,82562,1447,355,1238075,433589
GPT,PNS,2,107,116,2,112,249989,433589
MEI,PNS,1,30,30,1,158,105631,433589
CLT,PNS,27,92579,145084,1040,489,1436890,433589
RIC,PNS,1,121,175,1,745,1139312,433589
JFK,NPA,1,184,215,1,1040,37342640,433589
ORD,NPA,2,224,346,2,802,18572324,433589
ORD,PNS,1,124,173,1,794,18572324,433589
ATL,PNS,96,367884,471417,4448,272,4673146,433589
IAH,PNS,42,67338,96330,1420,489,5084017,433589
MSY,PNS,1,30,50,1,186,1312039,433589
MSP,PNS,1,600,660,15,1047,3078253,433589
TLH,PNS,1,142,142,1,169,332429,433589
GNV,PNS,1,39,50,1,299,241310,433589
FLL,PNS,1,50,50,1,525,5280671,433589
COS,PNS,1,5,50,1,1149,572399,433589
PHL,PNS,1,70,126,1,934,11575576,433589
IDA,PIH,18,11429,33159,751,49,106193,84756
GTF,PIH,1,75,128,1,321,81065,84756
STL,PIH,1,66,70,1,1196,2743862,84756
DSM,PIH,1,36,50,1,974,504107,84756
RAP,PIH,1,50,50,1,486,115849,84756
SMF,PIH,1,95,130,1,554,1967052,84756
BZN,PIH,1,6,30,1,210,74723,84756
ELP,PIH,1,38,100,2,838,694672,84756
OMA,PIH,1,45,50,1,864,790535,84756
BTM,PIH,1,5,50,1,210,33052,84756
AUS,PIH,1,42,50,1,1197,1382693,84756
HLN,PIH,1,106,128,1,257,67196,84756
CPR,PIH,1,6,30,1,311,67957,84756
SLC,PIH,12,30155,53100,1770,150,1016377,84756
SBA,PIH,1,43,50,1,704,402366,84756
GJT,PIH,1,30,30,1,338,124510,84756
PHX,PIH,1,101,165,1,654,3600163,84756
SEA,PIH,4,2427,4453,62,568,6277876,84756
OAK,PIH,1,28,50,1,621,4153143,84756
JAC,PIH,2,112,130,2,105,25896,84756
MCI,RIV,1,145,173,1,1304,1912368,3611625
LAX,RIV,1,186,195,1,66,25434866,3611625
FAT,RIV,1,128,347,1,243,844194,3611625
BGR,RIV,2,201,346,2,2659,147123,3611625
SYR,RIV,1,71,173,1,2295,649679,3611625
IAD,RST,1,89,100,1,851,10172752,171822
MSP,RST,71,84343,167755,2808,76,3078253,171822
PHL,RST,1,141,148,1,930,11575576,171822
JAX,RST,1,77,124,1,1099,1194706,171822
FLL,RST,1,119,148,1,1411,5280671,171822
CLE,RST,1,48,50,1,569,2136026,171822
JFK,RST,2,144,200,2,983,37342640,171822
PHX,RST,1,126,168,1,1274,3600163,171822
ORD,RST,37,51305,94928,1248,268,18572324,171822
DTW,RST,1,72,148,1,477,8985512,171822
MDW,RST,1,89,100,1,282,18572324,171822
PIA,RST,1,6,34,1,266,364769,171822
DFW,RST,1,50,129,1,798,11164066,171822
MOT,RST,1,95,100,1,518,64928,171822
ALB,RST,1,48,50,1,943,839741,171822
PVD,RST,1,123,148,1,1078,1617323,171822
FSM,RST,1,134,173,1,600,278393,171822
LGA,ROC,16,48172,86674,2316,254,37342640,1039674
SYR,ROC,4,150,273,4,79,649679,1039674
JFK,ROC,12,188234,228102,1419,264,37342640,1039674
BWI,ROC,18,69133,120513,1076,277,2621815,1039674
CLT,ROC,27,36372,52211,374,572,1436890,1039674
CLE,ROC,24,27889,46521,947,245,2136026,1039674
BDL,ROC,13,3949,18879,508,267,1173575,1039674
PHX,ROC,1,91,124,1,1967,3600163,1039674
ROA,ROC,1,25,70,1,418,289522,1039674
MCO,ROC,12,33304,41652,356,1033,1803474,1039674
SFB,ROC,1,167,167,1,1009,1803474,1039674
PHL,ROC,73,77870,129369,1742,257,11575576,1039674
ACY,ROC,13,1617,2466,20,300,261810,1039674
SFO,ROC,1,174,183,1,2361,8306286,1039674
FLL,ROC,1,8,162,1,1184,5280671,1039674
EWR,ROC,25,55760,74093,1507,246,18671320,1039674
TPA,ROC,1,5,144,1,1079,2522780,1039674
ALB,ROC,12,11003,20881,1099,198,839741,1039674
RNO,ROC,1,148,161,1,2182,374743,1039674
BOS,ROC,19,30561,45230,907,343,8916374,1039674
PIT,ROC,65,61060,123778,1349,224,2400193,1039674
PVD,ROC,8,757,872,8,333,1617323,1039674
CVG,ROC,24,44627,58762,1090,461,2066256,1039674
BGM,ROC,1,37,37,1,107,249645,1039674
GSO,ROC,1,9,50,1,500,661123,1039674
BTV,ROC,1,27,50,1,244,203265,1039674
ATL,ROC,53,169896,247722,2885,749,4673146,1039674
BUF,ROC,9,551,1078,11,55,1154212,1039674
HOU,ROC,2,345,346,2,1346,5084017,1039674
DTW,ROC,64,79565,137232,1832,296,8985512,1039674
ORD,ROC,76,194129,285807,4009,528,18572324,1039674
IAD,ROC,24,45116,63166,1412,289,10172752,1039674
DCA,ROC,18,20267,39765,1065,296,10172752,1039674
GRR,ROC,1,91,120,1,398,759978,1039674
MSP,ROC,16,18749,27868,321,783,3078253,1039674
LAX,ROC,1,113,120,1,2272,25434866,1039674
DCA,SBY,20,3037,10457,277,90,10172752,112757
RIC,SBY,1,8,37,1,114,1139312,112757
LGA,SBY,2,66,74,2,190,37342640,112757
PIT,SBY,1,16,37,1,293,2400193,112757
PHL,SBY,18,39345,77932,2101,106,11575576,112757
JAX,NZY,1,131,252,1,2091,1194706,2926814
SFO,SAN,62,282836,408786,2972,447,8306286,2926814
SFO,NZY,1,149,244,1,447,8306286,2926814
PHL,SAN,28,94900,121808,836,2369,11575576,2926814
SLC,SAN,57,199047,286541,1797,626,1016377,2926814
PBI,SAN,1,11,18,1,2257,5280671,2926814
FLL,SAN,1,123,214,1,2268,5280671,2926814
COS,SAN,1,105,129,1,816,572399,2926814
FLL,NZY,1,55,173,1,2270,5280671,2926814
COS,NZY,1,137,215,1,818,572399,2926814
LAS,SAN,72,512674,739905,5410,258,1572924,2926814
BNA,SAN,24,64583,98914,722,1751,1386743,2926814
MKE,SAN,1,45,232,2,1738,1528417,2926814
SNA,SAN,1,111,124,1,76,12717433,2926814
SMF,SAN,37,405841,566803,4176,480,1967052,2926814
PIT,SAN,30,120980,146440,1015,2106,2400193,2926814
PVD,SAN,1,5,137,1,2567,1617323,2926814
PIT,NZY,1,114,183,1,2108,2400193,2926814
CVG,SAN,14,93703,131200,724,1865,2066256,2926814
STL,SAN,17,132260,157535,1197,1558,2743862,2926814
EVV,SAN,1,127,175,1,1706,345355,2926814
STL,NZY,1,95,173,1,1560,2743862,2926814
PDX,SAN,33,127806,189642,1374,933,2034000,2926814
JFK,SAN,27,118843,159373,933,2446,37342640,2926814
SJC,SAN,49,427366,559595,5696,417,1723138,2926814
LGA,SAN,1,44,183,1,2440,37342640,2926814
CLT,SAN,10,18790,21876,146,2077,1436890,2926814
IPL,SAN,10,2727,8610,287,94,147254,2926814
BWI,SAN,10,24587,36226,264,2295,2621815,2926814
CLE,SAN,7,9052,10747,85,2026,2136026,2926814
GRB,SAN,1,138,273,1,1756,290972,2926814
MSP,SAN,43,212333,264729,1629,1532,3078253,2926814
LAX,SAN,51,343613,500053,15295,109,25434866,2926814
MSY,SAN,24,37241,50163,366,1599,1312039,2926814
SAT,SAN,8,7473,13015,95,1129,1808267,2926814
ABQ,SAN,38,126579,195726,1449,628,766154,2926814
IAD,SAN,32,80286,107114,728,2253,10172752,2926814
MCI,SAN,27,36692,51160,373,1333,1912368,2926814
ABQ,NZY,1,149,173,1,631,766154,2926814
SHV,SAN,1,120,150,1,1360,376825,2926814
BFL,SAN,1,83,122,1,215,706963,2926814
DFW,SAN,68,474800,621210,4471,1171,11164066,2926814
BOS,SAN,14,32052,47802,325,2588,8916374,2926814
FAT,SAN,1,34,54,1,314,844194,2926814
DFW,NZY,2,317,519,3,1172,11164066,2926814
AUS,SAN,26,39114,50446,368,1164,1382693,2926814
OMA,SAN,1,264,274,2,1313,790535,2926814
ACT,NKX,2,106,197,2,1168,219485,2926814
PVU,NZY,1,117,173,1,602,418064,2926814
RNO,SAN,11,3540,5610,41,488,374743,2926814
EKO,SAN,2,309,488,4,563,44934,2926814
TPA,SAN,3,312,364,3,2087,2522780,2926814
TPA,NZY,3,833,892,3,2088,2522780,2926814
EWR,SAN,30,111168,147311,986,2425,18671320,2926814
TUS,SAN,31,103649,152774,1126,367,903320,2926814
ELP,SAN,25,25511,49841,364,636,694672,2926814
ORD,SAN,52,448483,542719,3991,1723,18572324,2926814
DTW,SAN,30,113812,139675,953,1956,8985512,2926814
MDW,SAN,15,133137,163411,1193,1728,18572324,2926814
HOU,SAN,6,1748,2055,15,1312,5084017,2926814
IAH,SAN,59,229315,273331,1764,1303,5084017,2926814
HOU,NZY,1,143,183,1,1314,5084017,2926814
ATL,SAN,32,278588,361355,1794,1891,4673146,2926814
CMH,SAN,1,124,137,1,1964,1678827,2926814
HNL,SAN,12,82295,95199,364,2614,888026,2926814
SEA,SAN,44,287336,384197,2738,1050,6277876,2926814
PHX,SAN,130,758979,1065911,8338,304,3600163,2926814
GEG,SAN,5,784,1051,5,1027,430867,2926814
PHX,NZY,1,187,252,1,306,3600163,2926814
AMA,SAN,1,253,274,2,903,232791,2926814
OAK,SAN,44,548923,701127,5246,446,4153143,2926814
LBB,NZY,1,107,173,1,894,259146,2926814
OGG,SAN,4,10997,13495,52,2541,134742,2926814
LAS,SNA,75,267497,399036,3009,226,1572924,12717433
SAN,SNA,1,29,124,1,76,2926814,12717433
STL,SNA,15,99707,145554,870,1570,2743862,12717433
SMF,SNA,34,204416,273748,2033,404,1967052,12717433
PIT,SNA,11,34522,43266,360,2115,2400193,12717433
LAX,SNA,28,40515,77958,2382,36,25434866,12717433
MSP,SNA,22,107552,131851,1058,1522,3078253,12717433
MCI,SNA,4,7506,13510,153,1342,1912368,12717433
ABQ,SNA,1,99,168,1,650,766154,12717433
SLC,SNA,48,172499,223696,1896,588,1016377,12717433
FLL,SNA,1,52,148,1,2310,5280671,12717433
COS,SNA,1,151,182,1,815,572399,12717433
SFO,SNA,52,185718,382958,3654,372,8306286,12717433
PHL,SNA,4,8299,10440,87,2380,11575576,12717433
SBA,SNA,2,45,88,2,124,402366,12717433
ORD,SNA,52,364241,466253,3174,1726,18572324,12717433
DTW,SNA,16,36573,45576,366,1960,8985512,12717433
IAH,SNA,25,141299,187711,1643,1347,5084017,12717433
ATL,SNA,13,166041,225985,1238,1919,4673146,12717433
HNL,SNA,12,36168,45012,363,2583,888026,12717433
PHX,SNA,102,471359,676480,5707,338,3600163,12717433
AMA,SNA,1,146,186,1,927,232791,12717433
SEA,SNA,24,259215,372576,3004,978,6277876,12717433
BFI,SNA,2,115,331,2,983,6277876,12717433
OAK,SNA,61,430459,567007,4420,371,4153143,12717433
OGG,SNA,12,35194,45012,363,2513,134742,12717433
DFW,SNA,44,335357,500814,3186,1205,11164066,12717433
EWR,SNA,16,71365,107915,869,2433,18671320,12717433
TUS,SNA,1,115,168,1,417,903320,12717433
RNO,SNA,7,14178,22457,181,415,374743,12717433
PDX,SNA,24,111532,165492,1248,859,2034000,12717433
SJC,SNA,73,340966,487381,4851,342,1723138,12717433
JFK,SNA,9,86780,128494,732,2454,37342640,12717433
CLE,SNA,1,50,148,1,2033,2136026,12717433
BRD,STC,10,3941,13974,411,59,86177,177998
MSP,STC,12,30687,52564,1546,61,3078253,177998
BJI,STC,1,6,34,1,142,41620,177998
ORH,STC,1,34,116,1,1126,778060,177998
MCI,STL,77,330112,614108,4541,237,1912368,2743862
ABQ,STL,36,111570,176595,1324,934,766154,2743862
IAD,STL,22,90318,166034,1598,696,10172752,2743862
SHV,STL,10,19187,31947,731,476,376825,2743862
LIT,STL,48,186700,351769,2631,296,629617,2743862
SBN,STL,30,37479,64070,1294,295,315623,2743862
BMI,STL,34,58515,106022,2617,142,157257,2743862
DCA,STL,17,172911,227980,1987,719,10172752,2743862
BMG,STL,1,146,148,1,204,178196,2743862
MCI,SUS,1,43,60,1,223,1912368,2743862
GTF,SUS,1,45,60,1,1207,81065,2743862
MSP,STL,76,213071,436637,4218,449,3078253,2743862
SPI,STL,22,55582,92058,3018,84,204323,2743862
LAX,STL,46,249128,320313,1873,1593,25434866,2743862
SAT,STL,15,105008,155720,1312,786,1808267,2743862
FSD,STL,10,27957,43330,983,471,203151,2743862
MSY,STL,17,99344,152936,1213,604,1312039,2743862
SGF,STL,54,68716,118309,2629,195,385508,2743862
IND,STL,45,95786,157974,1530,229,1600165,2743862
XNA,STL,40,34393,72272,1821,276,382645,2743862
CID,STL,29,54509,97002,2178,228,243094,2743862
GRR,STL,1,23,50,1,381,759978,2743862
DTW,STL,93,316357,510669,4187,440,8985512,2743862
ORD,STL,104,536098,742511,6686,258,18572324,2743862
MDW,STL,54,261497,515508,3832,251,18572324,2743862
DTW,SUS,2,91,120,2,456,8985512,2743862
MDW,SUS,2,97,168,3,264,18572324,2743862
DEC,STL,13,14223,27498,916,110,110656,2743862
HOU,STL,48,156976,310394,2317,687,5084017,2743862
IAH,STL,46,108724,145447,2673,668,5084017,2743862
EFD,STL,1,81,129,1,687,5084017,2743862
